failure_id,amount,failure_reason,behavior_profile,account_age_days,historical_recovery_rate,payment_success_rate,engagement_score,ml_action,ml_est_prob,ml_true_prob,ml_cost,ml_net,ml_margin,rules_action,rules_net,oracle_action,oracle_net,oracle_regret,rules_regret,ml_equals_oracle,ml_equals_rules
FAIL_001553,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,906,0.82,0.8,0.9,WAIT_AND_RETRY,0.832889192416069,0.93419,2.0,10913.4029265,464.4006722209815,WAIT_AND_RETRY,10913.4029265,SEND_REMINDER,11099.1325,185.72957349999888,0.0,False,True
FAIL_002260,5745.9,BANK_DECLINED,high_value_loyal,421,0.82,0.8571,0.9,WAIT_AND_RETRY,0.5284431118472696,0.919123,2.0,5279.1888457,17.83700562484819,WAIT_AND_RETRY,5279.1888457,PAYMENT_LINK,5455.605,176.41615430000002,0.0,False,True
FAIL_000410,985.5,INSUFFICIENT_FUNDS,friction_prone,781,0.35,0.5,0.45,WAIT_AND_RETRY,0.7420773522325309,0.235511,2.0,230.0960905,184.90067019295157,WAIT_AND_RETRY,230.0960905,UPDATE_PAYMENT_METHOD,402.968841,172.8727505,0.0,False,True
FAIL_000007,11574.78,LIMIT_EXCEEDED,high_value_loyal,400,0.82,0.8462,0.9,UPDATE_PAYMENT_METHOD,0.577933035204765,0.935191,3.0,10821.63008298,599.6416863705035,PAYMENT_LINK,10993.041,PAYMENT_LINK,10993.041,171.41091701999903,171.41091701999903,False,False
FAIL_001766,1595.24,BANK_DECLINED,friction_prone,758,0.35,0.64,0.45,PAYMENT_LINK,0.6320193428450743,0.362331,3.0,575.00490444,64.22850922315092,WAIT_AND_RETRY,680.79781528,UPDATE_PAYMENT_METHOD,744.82298816,169.81808372,105.79291083999999,False,False
FAIL_000882,1451.55,INSUFFICIENT_FUNDS,normal,153,0.6,0.6,0.6,WAIT_AND_RETRY,0.7114543081060494,0.558571,2.0,808.79373505,74.5257769922755,WAIT_AND_RETRY,808.79373505,UPDATE_PAYMENT_METHOD,973.051251,164.25751594999997,0.0,False,True
FAIL_001880,1097.17,INSUFFICIENT_FUNDS,normal,938,0.6,0.8065,0.6,SEND_REMINDER,0.5936141141149882,0.657936,1.0,720.86764112,17.546444718201997,WAIT_AND_RETRY,872.30624658,PAYMENT_LINK,883.51445717,162.64681604999998,151.43860545999996,False,False
FAIL_000293,1714.93,BANK_DECLINED,friction_prone,864,0.35,0.6071,0.45,PAYMENT_LINK,0.6273877108930873,0.345495,3.0,589.49974035,153.9271420859567,WAIT_AND_RETRY,746.3422891700001,WAIT_AND_RETRY,746.3422891700001,156.84254882000005,156.84254882000005,False,False
FAIL_002443,1368.01,INSUFFICIENT_FUNDS,friction_prone,860,0.35,0.5714,0.45,PAYMENT_LINK,0.732553265186792,0.280993,3.0,381.40123393,110.40702477676405,WAIT_AND_RETRY,532.71954074,WAIT_AND_RETRY,532.71954074,151.31830680999997,151.31830680999997,False,False
FAIL_002094,2075.84,BANK_DECLINED,normal,651,0.6,0.8571,0.6,WAIT_AND_RETRY,0.6655439530839771,0.75872,2.0,1572.9813248,340.29807447036,WAIT_AND_RETRY,1572.9813248,PAYMENT_LINK,1722.6561712,149.67484639999998,0.0,False,True
FAIL_001767,1595.24,INSUFFICIENT_FUNDS,friction_prone,758,0.35,0.64,0.45,PAYMENT_LINK,0.5790129310247635,0.369522,3.0,586.47627528,32.26892611903452,WAIT_AND_RETRY,673.544259,UPDATE_PAYMENT_METHOD,729.4959222399999,143.01964695999993,87.06798372000003,False,False
FAIL_002411,1083.08,BANK_DECLINED,friction_prone,768,0.35,0.52,0.45,WAIT_AND_RETRY,0.521603005892402,0.252511,2.0,271.48961388,13.254667627720892,WAIT_AND_RETRY,271.48961388,PAYMENT_LINK,406.31326127999995,134.82364739999997,0.0,False,True
FAIL_001567,1621.46,BANK_DECLINED,friction_prone,662,0.35,0.5909,0.45,PAYMENT_LINK,0.668030717572203,0.296384,3.0,477.57480064,74.2494709829557,WAIT_AND_RETRY,608.82343952,WAIT_AND_RETRY,608.82343952,131.24863888,131.24863888,False,False
FAIL_001373,11601.39,BANK_DECLINED,high_value_loyal,423,0.82,0.9286,0.9,WAIT_AND_RETRY,0.6718193588849363,0.938667,2.0,10887.84194713,1042.6827911309183,WAIT_AND_RETRY,10887.84194713,UPDATE_PAYMENT_METHOD,11018.3205,130.47855286999948,0.0,False,True
FAIL_002501,3422.48,CARD_EXPIRED,normal,893,0.6,0.8621,0.6,UPDATE_PAYMENT_METHOD,0.8930571413434154,0.795025,3.0,2717.957162,1476.3751148035703,UPDATE_PAYMENT_METHOD,2717.957162,PAYMENT_LINK,2848.268088,130.31092599999965,0.0,False,True
FAIL_001555,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,906,0.82,0.8,0.9,WAIT_AND_RETRY,0.832889192416069,0.938809,2.0,10967.37293915,464.4006722209815,WAIT_AND_RETRY,10967.37293915,PAYMENT_LINK,11097.1325,129.75956084999962,0.0,False,True
FAIL_002393,1152.64,BANK_DECLINED,friction_prone,882,0.35,0.5517,0.45,PAYMENT_LINK,0.6139242261754412,0.250999,3.0,286.31148736000006,33.58537650702294,WAIT_AND_RETRY,327.32423232,SEND_REMINDER,414.20974400000006,127.89825664,41.012744959999964,False,False
FAIL_000398,985.5,BANK_DECLINED,friction_prone,781,0.35,0.5,0.45,WAIT_AND_RETRY,0.6443511745187043,0.27555,2.0,269.554525,76.80275868904005,WAIT_AND_RETRY,269.554525,UPDATE_PAYMENT_METHOD,396.9109725,127.3564475,0.0,False,True
FAIL_001886,1097.17,INSUFFICIENT_FUNDS,normal,938,0.6,0.8065,0.6,SEND_REMINDER,0.5936141141149882,0.686695,1.0,752.4211531500001,17.546444718201997,WAIT_AND_RETRY,877.8667041400001,WAIT_AND_RETRY,877.8667041400001,125.44555099000002,125.44555099000002,False,False
FAIL_001140,3086.94,INSUFFICIENT_FUNDS,normal,576,0.6,0.6316,0.6,PAYMENT_LINK,0.7015912745822832,0.702921,3.0,2166.87495174,514.6019770946509,WAIT_AND_RETRY,2265.90999226,SEND_REMINDER,2291.21655782,124.34160608000002,99.03504051999971,False,False
FAIL_000387,663.98,INSUFFICIENT_FUNDS,friction_prone,969,0.35,0.6875,0.45,WAIT_AND_RETRY,0.6854560017425998,0.374029,2.0,246.34777542,27.14251446314512,WAIT_AND_RETRY,246.34777542,UPDATE_PAYMENT_METHOD,365.84553786,119.49776243999997,0.0,False,True
FAIL_002372,763.19,BANK_DECLINED,low_engagement,891,0.3,0.7931,0.25,PAYMENT_LINK,0.5748059303784174,0.225125,3.0,168.81314875,1.7786361660761258,WAIT_AND_RETRY,282.55997064,WAIT_AND_RETRY,282.55997064,113.74682189,113.74682189,False,False
FAIL_000291,1714.93,INSUFFICIENT_FUNDS,friction_prone,864,0.35,0.6071,0.45,WAIT_AND_RETRY,0.6709980926243705,0.39648,2.0,677.9354464,17.17424444114772,WAIT_AND_RETRY,677.9354464,SEND_REMINDER,787.2092668800001,109.27382048000004,0.0,False,True
FAIL_001637,1633.25,INSUFFICIENT_FUNDS,friction_prone,658,0.35,0.8095,0.45,WAIT_AND_RETRY,0.7514273769334102,0.415995,2.0,677.42383375,182.8247800077404,WAIT_AND_RETRY,677.42383375,PAYMENT_LINK,785.1835845,107.75975075000008,0.0,False,True
FAIL_002601,2080.35,BANK_DECLINED,normal,993,0.6,0.9394,0.6,WAIT_AND_RETRY,0.7798166489344991,0.778385,2.0,1617.31323475,131.28197484367524,WAIT_AND_RETRY,1617.31323475,PAYMENT_LINK,1723.2161801999998,105.90294544999983,0.0,False,True
FAIL_000023,1187.03,INSUFFICIENT_FUNDS,friction_prone,849,0.35,0.6429,0.45,WAIT_AND_RETRY,0.6219551544418,0.380866,2.0,450.09936797999995,19.987278670485694,WAIT_AND_RETRY,450.09936797999995,UPDATE_PAYMENT_METHOD,549.91382588,99.81445790000004,0.0,False,True
FAIL_000653,1739.87,LIMIT_EXCEEDED,reliable,806,0.8,0.8846,0.85,SEND_REMINDER,0.5874164888914143,0.891758,1.0,1550.54299146,22.721375678206755,PAYMENT_LINK,1649.8764999999999,PAYMENT_LINK,1649.8764999999999,99.33350853999991,99.33350853999991,False,False
FAIL_002300,741.13,BANK_DECLINED,normal,529,0.6,0.7059,0.6,PAYMENT_LINK,0.6336063974971525,0.614472,3.0,452.40363336,31.285799105852107,WAIT_AND_RETRY,503.54923028999997,SEND_REMINDER,551.34269623,98.93906286999999,51.145596929999954,False,False
FAIL_002668,1091.43,BANK_DECLINED,friction_prone,859,0.35,0.5714,0.45,WAIT_AND_RETRY,0.5865786222970202,0.30003,2.0,325.46174290000005,4.302529941557395,WAIT_AND_RETRY,325.46174290000005,PAYMENT_LINK,424.36251366000005,98.90077076,0.0,False,True
FAIL_002525,2077.0,BANK_DECLINED,normal,991,0.6,0.8788,0.6,WAIT_AND_RETRY,0.7994038473204977,0.824551,2.0,1710.592427,228.09243082384342,WAIT_AND_RETRY,1710.592427,PAYMENT_LINK,1805.373282,94.78085499999997,0.0,False,True
FAIL_000436,1204.32,INSUFFICIENT_FUNDS,normal,692,0.6,0.7826,0.6,WAIT_AND_RETRY,0.7485906380057091,0.695968,2.0,836.16818176,156.69854678647118,WAIT_AND_RETRY,836.16818176,RETRY_NOW,928.9815112,92.81332943999996,0.0,False,True
FAIL_002294,951.12,BANK_DECLINED,low_engagement,306,0.3,0.6,0.25,PAYMENT_LINK,0.39163301095176994,0.176597,3.0,164.96493864,131.28873057206633,WAIT_AND_RETRY,239.87552272,UPDATE_PAYMENT_METHOD,257.45660304,92.49166439999999,74.91058407999998,False,False
FAIL_001260,929.62,BANK_DECLINED,friction_prone,344,0.35,0.5455,0.45,WAIT_AND_RETRY,0.6755174494119993,0.263717,2.0,243.15659753999998,124.06088126388283,WAIT_AND_RETRY,243.15659753999998,UPDATE_PAYMENT_METHOD,334.88898140000003,91.73238386000006,0.0,False,True
FAIL_001430,1271.26,INSUFFICIENT_FUNDS,friction_prone,706,0.35,0.6522,0.45,WAIT_AND_RETRY,0.5988821069061082,0.3906,2.0,494.554156,119.31040610210505,WAIT_AND_RETRY,494.554156,PAYMENT_LINK,586.09044266,91.53628666000003,0.0,False,True
FAIL_002412,1083.08,BANK_DECLINED,friction_prone,768,0.35,0.52,0.45,WAIT_AND_RETRY,0.521603005892402,0.305704,2.0,329.10188831999994,13.254667627720892,WAIT_AND_RETRY,329.10188831999994,UPDATE_PAYMENT_METHOD,420.41712903999996,91.31524072000002,0.0,False,True
FAIL_002438,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,453,0.82,0.8667,0.9,WAIT_AND_RETRY,0.7120931947275058,0.943881,2.0,14149.7022211,2770.4717473115243,WAIT_AND_RETRY,14149.7022211,PAYMENT_LINK,14240.445,90.7427788999994,0.0,False,True
FAIL_001285,540.07,NETWORK_ERROR,friction_prone,978,0.35,0.6875,0.45,RETRY_NOW,0.9104242806490516,0.403847,2.0,216.10564929000003,45.44652735916753,RETRY_NOW,216.10564929000003,WAIT_AND_RETRY,306.83254866,90.72689936999996,0.0,False,True
FAIL_001085,829.5,BANK_DECLINED,friction_prone,751,0.35,0.48,0.45,PAYMENT_LINK,0.5584764363324869,0.235658,3.0,192.47831100000002,102.6092747647437,WAIT_AND_RETRY,280.6230925,WAIT_AND_RETRY,280.6230925,88.14478149999997,88.14478149999997,False,False
FAIL_002334,1374.15,BANK_DECLINED,friction_prone,816,0.35,0.7037,0.45,WAIT_AND_RETRY,0.6013945633808431,0.408896,2.0,559.8844384,61.46106593654872,WAIT_AND_RETRY,559.8844384,PAYMENT_LINK,647.5968141000001,87.71237570000005,0.0,False,True
FAIL_002080,772.21,LIMIT_EXCEEDED,reliable,676,0.8,0.8182,0.85,WAIT_AND_RETRY,0.5825348259277604,0.840651,2.0,647.15910871,21.200174298322167,PAYMENT_LINK,730.5995,PAYMENT_LINK,730.5995,83.44039128999998,83.44039128999998,False,False
FAIL_002182,1736.57,INSUFFICIENT_FUNDS,friction_prone,818,0.35,0.7407,0.45,WAIT_AND_RETRY,0.722840391043417,0.428607,2.0,742.30605799,273.35558709011184,WAIT_AND_RETRY,742.30605799,UPDATE_PAYMENT_METHOD,823.33467851,81.02862052,0.0,False,True
FAIL_002534,1397.1,BANK_DECLINED,low_engagement,742,0.3,0.8333,0.25,WAIT_AND_RETRY,0.6463055133683671,0.311487,2.0,433.1784877,256.2956868800353,WAIT_AND_RETRY,433.1784877,PAYMENT_LINK,513.2522006999999,80.07371299999988,0.0,False,True
FAIL_001263,929.62,INSUFFICIENT_FUNDS,friction_prone,344,0.35,0.5455,0.45,WAIT_AND_RETRY,0.5649306301615169,0.28103,2.0,259.2511086,0.4225159051480887,WAIT_AND_RETRY,259.2511086,SEND_REMINDER,338.02590666,78.77479805999997,0.0,False,True
FAIL_001802,1377.46,BANK_DECLINED,friction_prone,583,0.35,0.4737,0.45,SEND_REMINDER,0.5597203445717233,0.301718,1.0,414.60447628,70.21920078797041,WAIT_AND_RETRY,467.77860062,PAYMENT_LINK,493.1886412,78.58416492000003,53.17412434000005,False,False
FAIL_001094,1106.29,INSUFFICIENT_FUNDS,normal,978,0.6,0.9062,0.6,WAIT_AND_RETRY,0.7041673527722405,0.780249,2.0,861.1816662099999,99.19056581828931,WAIT_AND_RETRY,861.1816662099999,PAYMENT_LINK,938.5457183599999,77.36405215000002,0.0,False,True
FAIL_002678,1091.43,LIMIT_EXCEEDED,friction_prone,859,0.35,0.5714,0.45,PAYMENT_LINK,0.6566488403127948,0.290103,3.0,313.62711729,160.73587204103342,PAYMENT_LINK,313.62711729,UPDATE_PAYMENT_METHOD,389.86786851000005,76.24075122000005,0.0,False,True
FAIL_001084,829.5,BANK_DECLINED,friction_prone,751,0.35,0.48,0.45,PAYMENT_LINK,0.5584764363324869,0.270172,3.0,221.10767400000003,102.6092747647437,WAIT_AND_RETRY,218.3691175,UPDATE_PAYMENT_METHOD,297.2466495,76.13897549999996,-2.738556500000044,False,False
FAIL_002060,880.92,AUTHENTICATION_FAILED,low_engagement,759,0.3,0.84,0.25,UPDATE_PAYMENT_METHOD,0.641003042594409,0.329954,3.0,287.66307768,206.8721495100795,UPDATE_PAYMENT_METHOD,287.66307768,PAYMENT_LINK,363.79482684,76.13174915999997,0.0,False,True
FAIL_000397,985.5,BANK_DECLINED,friction_prone,781,0.35,0.5,0.45,WAIT_AND_RETRY,0.6443511745187043,0.308166,2.0,301.697593,76.80275868904005,WAIT_AND_RETRY,301.697593,UPDATE_PAYMENT_METHOD,377.704563,76.00697000000002,0.0,False,True
FAIL_000779,676.83,BANK_DECLINED,friction_prone,625,0.35,0.8,0.45,WAIT_AND_RETRY,0.5793857055277101,0.413106,2.0,277.60253398,1.3292824612039453,WAIT_AND_RETRY,277.60253398,PAYMENT_LINK,353.34490353000007,75.74236955000009,0.0,False,True
FAIL_000934,929.32,INSUFFICIENT_FUNDS,normal,758,0.6,0.84,0.6,WAIT_AND_RETRY,0.7907116955496519,0.715928,2.0,663.32620896,74.5804227090108,WAIT_AND_RETRY,663.32620896,PAYMENT_LINK,737.50912628,74.18291732,0.0,False,True
FAIL_001643,1249.65,INSUFFICIENT_FUNDS,friction_prone,852,0.35,0.5357,0.45,WAIT_AND_RETRY,0.7738911370217232,0.350289,2.0,435.73864885000006,195.05943141194564,WAIT_AND_RETRY,435.73864885000006,PAYMENT_LINK,509.76263625,74.02398739999995,0.0,False,True
FAIL_000193,1152.82,INSUFFICIENT_FUNDS,friction_prone,795,0.35,0.6538,0.45,WAIT_AND_RETRY,0.6201467788848793,0.355256,2.0,407.54622192,24.688822297020693,WAIT_AND_RETRY,407.54622192,SEND_REMINDER,480.81881336,73.27259143999999,0.0,False,True
FAIL_002087,1859.33,BANK_DECLINED,normal,870,0.6,0.7931,0.6,WAIT_AND_RETRY,0.6138363788196151,0.747083,2.0,1387.07383439,94.23346353295346,WAIT_AND_RETRY,1387.07383439,PAYMENT_LINK,1460.22763345,73.15379905999998,0.0,False,True
FAIL_000040,641.27,BANK_DECLINED,friction_prone,984,0.35,0.7188,0.45,WAIT_AND_RETRY,0.6883120988041177,0.424786,2.0,270.40251822,78.06705016172776,WAIT_AND_RETRY,270.40251822,PAYMENT_LINK,343.33517779,72.93265957,0.0,False,True
FAIL_002695,10771.74,BANK_DECLINED,high_value_loyal,970,0.82,0.9062,0.9,WAIT_AND_RETRY,0.7661192547488221,0.94335,2.0,10159.520929,577.570185865743,WAIT_AND_RETRY,10159.520929,PAYMENT_LINK,10230.152999999998,70.63207099999818,0.0,False,True
FAIL_002206,10550.69,BANK_DECLINED,high_value_loyal,807,0.82,0.9615,0.9,SEND_REMINDER,0.5721887453084253,0.943305,1.0,9951.51863045,127.68646848867866,WAIT_AND_RETRY,10021.1555,RETRY_NOW,10021.1555,69.63686955000048,69.63686955000048,False,False
FAIL_000437,1204.32,INSUFFICIENT_FUNDS,normal,692,0.6,0.7826,0.6,WAIT_AND_RETRY,0.7485906380057091,0.766015,2.0,920.5271848,156.69854678647118,WAIT_AND_RETRY,920.5271848,PAYMENT_LINK,990.14730528,69.62012047999997,0.0,False,True
FAIL_001564,469.95,INSUFFICIENT_FUNDS,normal,583,0.6,0.5263,0.6,WAIT_AND_RETRY,0.821071516039079,0.485247,2.0,226.04182765,48.71574439934426,WAIT_AND_RETRY,226.04182765,PAYMENT_LINK,295.57944284999996,69.53761519999998,0.0,False,True
FAIL_001466,557.68,INSUFFICIENT_FUNDS,friction_prone,758,0.35,0.68,0.45,WAIT_AND_RETRY,0.6230486932386757,0.382602,2.0,211.36948335999998,28.564908596001658,WAIT_AND_RETRY,211.36948335999998,PAYMENT_LINK,280.6109524,69.24146904,0.0,False,True
FAIL_002391,1152.64,INSUFFICIENT_FUNDS,friction_prone,882,0.35,0.5517,0.45,PAYMENT_LINK,0.7678245789662826,0.287221,3.0,328.06241344000006,2.229282857671592,WAIT_AND_RETRY,347.74901312000003,SEND_REMINDER,393.94518016000006,65.88276672,19.686599679999972,False,False
FAIL_000859,1421.41,INSUFFICIENT_FUNDS,normal,999,0.6,0.8485,0.6,WAIT_AND_RETRY,0.6207231982720258,0.771506,2.0,1094.62634346,104.19534826416964,WAIT_AND_RETRY,1094.62634346,PAYMENT_LINK,1159.30401392,64.67767045999994,0.0,False,True
FAIL_000523,1170.85,BANK_DECLINED,friction_prone,999,0.35,0.7576,0.45,WAIT_AND_RETRY,0.6375390283370618,0.375142,2.0,437.2350106999999,140.05916053954263,WAIT_AND_RETRY,437.2350106999999,PAYMENT_LINK,499.58150824999996,62.34649755000004,0.0,False,True
FAIL_002299,741.13,BANK_DECLINED,normal,529,0.6,0.7059,0.6,PAYMENT_LINK,0.6336063974971525,0.697885,3.0,514.22351005,31.285799105852107,WAIT_AND_RETRY,575.62115827,WAIT_AND_RETRY,575.62115827,61.397648220000065,61.397648220000065,False,False
FAIL_002630,568.27,INSUFFICIENT_FUNDS,friction_prone,941,0.35,0.6452,0.45,WAIT_AND_RETRY,0.7788904685789334,0.338166,2.0,190.16959282000002,122.19322882860433,WAIT_AND_RETRY,190.16959282000002,SEND_REMINDER,248.75864288999998,58.589050069999956,0.0,False,True
FAIL_002620,568.27,AUTHENTICATION_FAILED,friction_prone,941,0.35,0.6452,0.45,UPDATE_PAYMENT_METHOD,0.7244845490296803,0.40016,3.0,224.3989232,33.47557421380537,UPDATE_PAYMENT_METHOD,224.3989232,PAYMENT_LINK,281.22137704,56.82245383999998,0.0,False,True
FAIL_001030,1157.68,INSUFFICIENT_FUNDS,reliable,759,0.8,0.8,0.85,SEND_REMINDER,0.7224173124260578,0.888438,1.0,1027.52690384,7.812157581689576,WAIT_AND_RETRY,1079.50234064,PAYMENT_LINK,1083.1527412,55.625837360000105,51.975436800000125,False,False
FAIL_000039,2269.23,AUTHENTICATION_FAILED,reliable,499,0.8,0.9375,0.85,SEND_REMINDER,0.6880335742500143,0.925547,1.0,2099.2790188100003,183.09021754961122,UPDATE_PAYMENT_METHOD,2120.4387801899998,PAYMENT_LINK,2152.7685,53.48948118999988,21.15976137999951,False,False
FAIL_001176,1737.7,NETWORK_ERROR,friction_prone,985,0.35,0.5625,0.45,RETRY_NOW,0.864463430406831,0.423543,2.0,733.9906711,52.67284041003518,RETRY_NOW,733.9906711,WAIT_AND_RETRY,787.1834058000001,53.192734700000074,0.0,False,True
FAIL_002252,609.78,BANK_DECLINED,friction_prone,617,0.35,0.65,0.45,WAIT_AND_RETRY,0.5559630910854932,0.405417,2.0,245.21517826000002,10.691071203229967,WAIT_AND_RETRY,245.21517826000002,PAYMENT_LINK,298.19961144,52.984433179999996,0.0,False,True
FAIL_002454,251.0,INSUFFICIENT_FUNDS,normal,632,0.6,0.7143,0.6,WAIT_AND_RETRY,0.6359441516432573,0.589924,2.0,146.070924,3.5026502871497485,WAIT_AND_RETRY,146.070924,PAYMENT_LINK,197.992517,51.921593,0.0,False,True
FAIL_001439,404.63,NETWORK_ERROR,low_engagement,971,0.3,0.875,0.25,WAIT_AND_RETRY,0.8534752456365124,0.397203,2.0,158.72024989,8.370713480506879,RETRY_NOW,210.40889998,RETRY_NOW,210.40889998,51.68865009000001,51.68865009000001,False,False
FAIL_000240,247.97,NETWORK_ERROR,low_engagement,986,0.3,0.8125,0.25,WAIT_AND_RETRY,0.8696857162504463,0.353702,2.0,85.70748494,31.193770940098204,RETRY_NOW,137.13745482,RETRY_NOW,137.13745482,51.42996987999999,51.42996987999999,False,False
FAIL_001870,933.74,INSUFFICIENT_FUNDS,friction_prone,986,0.35,0.6875,0.45,WAIT_AND_RETRY,0.7277720158233255,0.446091,2.0,414.53301034000003,16.499396818115883,WAIT_AND_RETRY,414.53301034000003,PAYMENT_LINK,465.66091331999996,51.12790297999993,0.0,False,True
FAIL_002095,2075.84,INSUFFICIENT_FUNDS,normal,651,0.6,0.8571,0.6,WAIT_AND_RETRY,0.757232601073572,0.759671,2.0,1574.95544864,95.43514822562406,WAIT_AND_RETRY,1574.95544864,PAYMENT_LINK,1625.67915392,50.723705280000104,0.0,False,True
FAIL_001636,666.71,INSUFFICIENT_FUNDS,friction_prone,788,0.35,0.5385,0.45,SEND_REMINDER,0.5925673589893713,0.308116,1.0,204.42401836000002,30.58898780765969,WAIT_AND_RETRY,254.47066951,WAIT_AND_RETRY,254.47066951,50.046651149999974,50.046651149999974,False,False
FAIL_001730,1090.5,INSUFFICIENT_FUNDS,friction_prone,758,0.35,0.64,0.45,WAIT_AND_RETRY,0.599970282081902,0.475612,2.0,516.654886,21.335351429971297,WAIT_AND_RETRY,516.654886,PAYMENT_LINK,566.4100275000001,49.755141500000036,0.0,False,True
FAIL_001573,1621.46,BANK_DECLINED,friction_prone,662,0.35,0.5909,0.45,PAYMENT_LINK,0.668030717572203,0.386698,3.0,624.01533908,74.2494709829557,WAIT_AND_RETRY,673.3218754000001,WAIT_AND_RETRY,673.3218754000001,49.30653632000008,49.30653632000008,False,False
FAIL_001514,278.46,LIMIT_EXCEEDED,low_engagement,612,0.3,0.65,0.25,WAIT_AND_RETRY,0.6152429420408793,0.137009,2.0,36.151526139999994,20.162698659565535,PAYMENT_LINK,83.94690732,PAYMENT_LINK,83.94690732,47.79538118,47.79538118,False,False
FAIL_001201,1039.13,CARD_EXPIRED,friction_prone,692,0.35,0.8261,0.45,UPDATE_PAYMENT_METHOD,0.8104094949199643,0.490792,3.0,506.9966909600001,612.2071380676152,UPDATE_PAYMENT_METHOD,506.9966909600001,PAYMENT_LINK,554.4838928300001,47.48720186999998,0.0,False,True
FAIL_001155,1652.19,BANK_DECLINED,friction_prone,595,0.35,0.6842,0.45,PAYMENT_LINK,0.5995241239657664,0.402464,3.0,661.94699616,127.72060060091417,WAIT_AND_RETRY,707.8535203600001,WAIT_AND_RETRY,707.8535203600001,45.906524200000035,45.906524200000035,False,False
