experience_id,failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,action_taken,action_cost,recovered,recovered_amount,net_value
EXP_0000024,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,WAIT_AND_RETRY,2.0,1,406.32,404.32
EXP_0000025,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,PAYMENT_LINK,3.0,1,406.32,403.32
EXP_0000026,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,SEND_REMINDER,1.0,1,406.32,405.32
EXP_0000027,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,3.0,1,406.32,403.32
EXP_0000028,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,SEND_REMINDER,1.0,1,406.32,405.32
EXP_0000029,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000030,FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,744,20,4,24,0.8333,0.6,0.6,normal,PAYMENT_LINK,3.0,1,406.32,403.32
EXP_0000031,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,PAYMENT_LINK,3.0,1,1013.11,1010.11
EXP_0000032,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000033,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000034,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000035,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000036,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000037,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000038,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000039,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000040,FAIL_000004,PAY_000054,CUST_0006,SUB_0006,1013.11,INSUFFICIENT_FUNDS,503,13,3,16,0.8125,0.6,0.6,normal,SEND_REMINDER,1.0,1,1013.11,1012.11
EXP_0000041,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,WAIT_AND_RETRY,2.0,1,1013.11,1011.11
EXP_0000042,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000043,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000044,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,WAIT_AND_RETRY,2.0,1,1013.11,1011.11
EXP_0000045,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,PAYMENT_LINK,3.0,1,1013.11,1010.11
EXP_0000046,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,RETRY_NOW,2.0,1,1013.11,1011.11
EXP_0000047,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,RETRY_NOW,2.0,1,1013.11,1011.11
EXP_0000048,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000049,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000050,FAIL_000005,PAY_000061,CUST_0006,SUB_0006,1013.11,NETWORK_ERROR,503,13,3,16,0.8125,0.6,0.6,normal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000051,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,1,11574.78,11571.78
EXP_0000052,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000053,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,1,11574.78,11571.78
EXP_0000054,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000055,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000056,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000057,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000058,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000059,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,1,11574.78,11572.78
EXP_0000060,FAIL_000006,PAY_000072,CUST_0008,SUB_0008,11574.78,CARD_EXPIRED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000061,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000062,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000063,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,1,11574.78,11571.78
EXP_0000064,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000065,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,1,11574.78,11572.78
EXP_0000066,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000067,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000068,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000069,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000070,FAIL_000007,PAY_000073,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000071,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,1,11574.78,11572.78
EXP_0000072,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000073,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000074,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000075,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000076,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,PAYMENT_LINK,3.0,1,11574.78,11571.78
EXP_0000077,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000078,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,3.0,1,11574.78,11571.78
EXP_0000079,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000080,FAIL_000008,PAY_000077,CUST_0008,SUB_0008,11574.78,INSUFFICIENT_FUNDS,400,11,2,13,0.8462,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000081,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000082,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000083,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000084,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000085,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000086,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,2904.8,2902.8
EXP_0000087,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000088,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000089,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000090,FAIL_000009,PAY_000087,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000091,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,1,2904.8,2901.8
EXP_0000092,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000093,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,1,2904.8,2901.8
EXP_0000094,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,1,2904.8,2901.8
EXP_0000095,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,1,2904.8,2903.8
EXP_0000096,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000097,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,2904.8,2902.8
EXP_0000098,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000099,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000100,FAIL_000010,PAY_000097,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,2904.8,2902.8
EXP_0000101,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000102,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,2904.8,2902.8
EXP_0000103,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000104,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000105,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,SEND_REMINDER,1.0,1,2904.8,2903.8
EXP_0000106,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000107,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000108,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,WAIT_AND_RETRY,2.0,1,2904.8,2902.8
EXP_0000109,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000110,FAIL_000011,PAY_000099,CUST_0009,SUB_0009,2904.8,INSUFFICIENT_FUNDS,726,23,1,24,0.9583,0.8,0.85,reliable,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000111,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,1,1603.39,1601.39
EXP_0000112,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000113,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000114,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000115,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,0,0.0,-3.0
EXP_0000116,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000117,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,1,1603.39,1600.39
EXP_0000118,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000119,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,WAIT_AND_RETRY,2.0,0,0.0,-2.0
EXP_0000120,FAIL_000012,PAY_000110,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,275,5,4,9,0.5556,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000121,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000122,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,3.0,0,0.0,-3.0
EXP_0000123,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000124,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,SEND_REMINDER,1.0,0,0.0,-1.0
EXP_0000125,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,RETRY_NOW,2.0,0,0.0,-2.0
EXP_0000126,FAIL_000013,PAY_000111,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,275,5,4,9,0.5556,0.35,0.45,friction_prone,PAYMENT_LINK,3.0,1,1603.39,1600.39
