payment_id,subscription_id,customer_id,payment_date,amount,payment_status,attempt_number
PAY_000115,SUB_0011,CUST_0011,2026-06-26,1603.39,FAILED,1
PAY_000116,SUB_0011,CUST_0011,2026-07-26,1603.39,FAILED,1
PAY_000117,SUB_0012,CUST_0012,2026-02-12,487.43,SUCCESS,1
PAY_000118,SUB_0012,CUST_0012,2026-03-14,487.43,SUCCESS,1
PAY_000119,SUB_0012,CUST_0012,2026-04-13,487.43,SUCCESS,1
PAY_000120,SUB_0012,CUST_0012,2026-05-13,487.43,SUCCESS,1
PAY_000121,SUB_0012,CUST_0012,2026-06-12,487.43,SUCCESS,1
PAY_000122,SUB_0012,CUST_0012,2026-07-12,487.43,SUCCESS,1
PAY_000123,SUB_0013,CUST_0013,2025-06-18,709.07,SUCCESS,1
PAY_000124,SUB_0013,CUST_0013,2025-07-18,709.07,SUCCESS,1
PAY_000125,SUB_0013,CUST_0013,2025-08-17,709.07,SUCCESS,1
PAY_000126,SUB_0013,CUST_0013,2025-09-16,709.07,SUCCESS,1
PAY_000127,SUB_0013,CUST_0013,2025-10-16,709.07,SUCCESS,1
PAY_000128,SUB_0013,CUST_0013,2025-11-15,709.07,FAILED,1
PAY_000129,SUB_0013,CUST_0013,2025-12-15,709.07,FAILED,1
PAY_000130,SUB_0013,CUST_0013,2026-01-14,709.07,SUCCESS,1
PAY_000131,SUB_0013,CUST_0013,2026-02-13,709.07,SUCCESS,1
PAY_000132,SUB_0013,CUST_0013,2026-03-15,709.07,SUCCESS,1
PAY_000133,SUB_0013,CUST_0013,2026-04-14,709.07,FAILED,1
PAY_000134,SUB_0013,CUST_0013,2026-05-14,709.07,FAILED,1
PAY_000135,SUB_0013,CUST_0013,2026-06-13,709.07,SUCCESS,1
PAY_000136,SUB_0013,CUST_0013,2026-07-13,709.07,SUCCESS,1
PAY_000137,SUB_0014,CUST_0014,2025-02-20,2172.96,SUCCESS,1
PAY_000138,SUB_0014,CUST_0014,2025-03-22,2172.96,SUCCESS,1
PAY_000139,SUB_0014,CUST_0014,2025-04-21,2172.96,SUCCESS,1
PAY_000140,SUB_0014,CUST_0014,2025-05-21,2172.96,SUCCESS,1
PAY_000141,SUB_0014,CUST_0014,2025-06-20,2172.96,SUCCESS,1
PAY_000142,SUB_0014,CUST_0014,2025-07-20,2172.96,SUCCESS,1
PAY_000143,SUB_0014,CUST_0014,2025-08-19,2172.96,SUCCESS,1
PAY_000144,SUB_0014,CUST_0014,2025-09-18,2172.96,SUCCESS,1
PAY_000145,SUB_0014,CUST_0014,2025-10-18,2172.96,SUCCESS,1
PAY_000146,SUB_0014,CUST_0014,2025-11-17,2172.96,SUCCESS,1
PAY_000147,SUB_0014,CUST_0014,2025-12-17,2172.96,SUCCESS,1
PAY_000148,SUB_0014,CUST_0014,2026-01-16,2172.96,SUCCESS,1
PAY_000149,SUB_0014,CUST_0014,2026-02-15,2172.96,SUCCESS,1
PAY_000150,SUB_0014,CUST_0014,2026-03-17,2172.96,SUCCESS,1
PAY_000151,SUB_0014,CUST_0014,2026-04-16,2172.96,FAILED,1
PAY_000152,SUB_0014,CUST_0014,2026-05-16,2172.96,SUCCESS,1
PAY_000153,SUB_0014,CUST_0014,2026-06-15,2172.96,SUCCESS,1
PAY_000154,SUB_0014,CUST_0014,2026-07-15,2172.96,SUCCESS,1
PAY_000155,SUB_0015,CUST_0015,2024-05-03,1187.03,SUCCESS,1
PAY_000156,SUB_0015,CUST_0015,2024-06-02,1187.03,SUCCESS,1
PAY_000157,SUB_0015,CUST_0015,2024-07-02,1187.03,SUCCESS,1
PAY_000158,SUB_0015,CUST_0015,2024-08-01,1187.03,SUCCESS,1
PAY_000159,SUB_0015,CUST_0015,2024-08-31,1187.03,SUCCESS,1
PAY_000160,SUB_0015,CUST_0015,2024-09-30,1187.03,SUCCESS,1
PAY_000161,SUB_0015,CUST_0015,2024-10-30,1187.03,SUCCESS,1
PAY_000162,SUB_0015,CUST_0015,2024-11-29,1187.03,SUCCESS,1
PAY_000163,SUB_0015,CUST_0015,2024-12-29,1187.03,SUCCESS,1
PAY_000164,SUB_0015,CUST_0015,2025-01-28,1187.03,FAILED,1
PAY_000165,SUB_0015,CUST_0015,2025-02-27,1187.03,FAILED,1
PAY_000166,SUB_0015,CUST_0015,2025-03-29,1187.03,SUCCESS,1
PAY_000167,SUB_0015,CUST_0015,2025-04-28,1187.03,SUCCESS,1
PAY_000168,SUB_0015,CUST_0015,2025-05-28,1187.03,FAILED,1
PAY_000169,SUB_0015,CUST_0015,2025-06-27,1187.03,SUCCESS,1
PAY_000170,SUB_0015,CUST_0015,2025-07-27,1187.03,SUCCESS,1
PAY_000171,SUB_0015,CUST_0015,2025-08-26,1187.03,FAILED,1
PAY_000172,SUB_0015,CUST_0015,2025-09-25,1187.03,SUCCESS,1
PAY_000173,SUB_0015,CUST_0015,2025-10-25,1187.03,SUCCESS,1
PAY_000174,SUB_0015,CUST_0015,2025-11-24,1187.03,FAILED,1
PAY_000175,SUB_0015,CUST_0015,2025-12-24,1187.03,FAILED,1
PAY_000176,SUB_0015,CUST_0015,2026-01-23,1187.03,SUCCESS,1
PAY_000177,SUB_0015,CUST_0015,2026-02-22,1187.03,SUCCESS,1
PAY_000178,SUB_0015,CUST_0015,2026-03-24,1187.03,SUCCESS,1
PAY_000179,SUB_0015,CUST_0015,2026-04-23,1187.03,SUCCESS,1
PAY_000180,SUB_0015,CUST_0015,2026-05-23,1187.03,SUCCESS,1
PAY_000181,SUB_0015,CUST_0015,2026-06-22,1187.03,FAILED,1
PAY_000182,SUB_0015,CUST_0015,2026-07-22,1187.03,FAILED,1
PAY_000183,SUB_0016,CUST_0016,2026-02-23,4281.76,SUCCESS,1
PAY_000184,SUB_0016,CUST_0016,2026-03-25,4281.76,SUCCESS,1
PAY_000185,SUB_0016,CUST_0016,2026-04-24,4281.76,SUCCESS,1
PAY_000186,SUB_0016,CUST_0016,2026-05-24,4281.76,SUCCESS,1
PAY_000187,SUB_0016,CUST_0016,2026-06-23,4281.76,SUCCESS,1
PAY_000188,SUB_0016,CUST_0016,2026-07-23,4281.76,SUCCESS,1
PAY_000189,SUB_0017,CUST_0017,2025-03-30,988.37,SUCCESS,1
PAY_000190,SUB_0017,CUST_0017,2025-04-29,988.37,SUCCESS,1
PAY_000191,SUB_0017,CUST_0017,2025-05-29,988.37,SUCCESS,1
PAY_000192,SUB_0017,CUST_0017,2025-06-28,988.37,SUCCESS,1
PAY_000193,SUB_0017,CUST_0017,2025-07-28,988.37,SUCCESS,1
PAY_000194,SUB_0017,CUST_0017,2025-08-27,988.37,FAILED,1
PAY_000195,SUB_0017,CUST_0017,2025-09-26,988.37,SUCCESS,1
PAY_000196,SUB_0017,CUST_0017,2025-10-26,988.37,FAILED,1
PAY_000197,SUB_0017,CUST_0017,2025-11-25,988.37,SUCCESS,1
PAY_000198,SUB_0017,CUST_0017,2025-12-25,988.37,SUCCESS,1
PAY_000199,SUB_0017,CUST_0017,2026-01-24,988.37,FAILED,1
PAY_000200,SUB_0017,CUST_0017,2026-02-23,988.37,FAILED,1
PAY_000201,SUB_0017,CUST_0017,2026-03-25,988.37,FAILED,1
PAY_000202,SUB_0017,CUST_0017,2026-04-24,988.37,FAILED,1
PAY_000203,SUB_0017,CUST_0017,2026-05-24,988.37,FAILED,1
PAY_000204,SUB_0017,CUST_0017,2026-06-23,988.37,SUCCESS,1
PAY_000205,SUB_0017,CUST_0017,2026-07-23,988.37,SUCCESS,1
PAY_000206,SUB_0018,CUST_0018,2026-01-03,472.83,SUCCESS,1
PAY_000207,SUB_0018,CUST_0018,2026-02-02,472.83,SUCCESS,1
PAY_000208,SUB_0018,CUST_0018,2026-03-04,472.83,SUCCESS,1
PAY_000209,SUB_0018,CUST_0018,2026-04-03,472.83,SUCCESS,1
PAY_000210,SUB_0018,CUST_0018,2026-05-03,472.83,FAILED,1
PAY_000211,SUB_0018,CUST_0018,2026-06-02,472.83,SUCCESS,1
PAY_000212,SUB_0018,CUST_0018,2026-07-02,472.83,SUCCESS,1
PAY_000213,SUB_0019,CUST_0019,2025-04-18,2269.23,SUCCESS,1
PAY_000214,SUB_0019,CUST_0019,2025-05-18,2269.23,SUCCESS,1
PAY_000215,SUB_0019,CUST_0019,2025-06-17,2269.23,FAILED,1
PAY_000216,SUB_0019,CUST_0019,2025-07-17,2269.23,FAILED,1
PAY_000217,SUB_0019,CUST_0019,2025-08-16,2269.23,SUCCESS,1
PAY_000218,SUB_0019,CUST_0019,2025-09-15,2269.23,SUCCESS,1
PAY_000219,SUB_0019,CUST_0019,2025-10-15,2269.23,SUCCESS,1
PAY_000220,SUB_0019,CUST_0019,2025-11-14,2269.23,SUCCESS,1
PAY_000221,SUB_0019,CUST_0019,2025-12-14,2269.23,FAILED,1
PAY_000222,SUB_0019,CUST_0019,2026-01-13,2269.23,SUCCESS,1
PAY_000223,SUB_0019,CUST_0019,2026-02-12,2269.23,SUCCESS,1
PAY_000224,SUB_0019,CUST_0019,2026-03-14,2269.23,SUCCESS,1
PAY_000225,SUB_0019,CUST_0019,2026-04-13,2269.23,SUCCESS,1
PAY_000226,SUB_0019,CUST_0019,2026-05-13,2269.23,SUCCESS,1
PAY_000227,SUB_0019,CUST_0019,2026-06-12,2269.23,SUCCESS,1
PAY_000228,SUB_0019,CUST_0019,2026-07-12,2269.23,SUCCESS,1
PAY_000229,SUB_0020,CUST_0020,2023-12-20,641.27,SUCCESS,1
PAY_000230,SUB_0020,CUST_0020,2024-01-19,641.27,FAILED,1
PAY_000231,SUB_0020,CUST_0020,2024-02-18,641.27,SUCCESS,1
PAY_000232,SUB_0020,CUST_0020,2024-03-19,641.27,SUCCESS,1
PAY_000233,SUB_0020,CUST_0020,2024-04-18,641.27,SUCCESS,1
PAY_000234,SUB_0020,CUST_0020,2024-05-18,641.27,SUCCESS,1
PAY_000235,SUB_0020,CUST_0020,2024-06-17,641.27,SUCCESS,1
PAY_000236,SUB_0020,CUST_0020,2024-07-17,641.27,SUCCESS,1
PAY_000237,SUB_0020,CUST_0020,2024-08-16,641.27,FAILED,1
PAY_000238,SUB_0020,CUST_0020,2024-09-15,641.27,SUCCESS,1
PAY_000239,SUB_0020,CUST_0020,2024-10-15,641.27,SUCCESS,1
PAY_000240,SUB_0020,CUST_0020,2024-11-14,641.27,SUCCESS,1
PAY_000241,SUB_0020,CUST_0020,2024-12-14,641.27,SUCCESS,1
PAY_000242,SUB_0020,CUST_0020,2025-01-13,641.27,SUCCESS,1
PAY_000243,SUB_0020,CUST_0020,2025-02-12,641.27,SUCCESS,1
PAY_000244,SUB_0020,CUST_0020,2025-03-14,641.27,FAILED,1
PAY_000245,SUB_0020,CUST_0020,2025-04-13,641.27,SUCCESS,1
PAY_000246,SUB_0020,CUST_0020,2025-05-13,641.27,SUCCESS,1
PAY_000247,SUB_0020,CUST_0020,2025-06-12,641.27,SUCCESS,1
PAY_000248,SUB_0020,CUST_0020,2025-07-12,641.27,SUCCESS,1
PAY_000249,SUB_0020,CUST_0020,2025-08-11,641.27,SUCCESS,1
PAY_000250,SUB_0020,CUST_0020,2025-09-10,641.27,SUCCESS,1
PAY_000251,SUB_0020,CUST_0020,2025-10-10,641.27,SUCCESS,1
PAY_000252,SUB_0020,CUST_0020,2025-11-09,641.27,FAILED,1
PAY_000253,SUB_0020,CUST_0020,2025-12-09,641.27,SUCCESS,1
PAY_000254,SUB_0020,CUST_0020,2026-01-08,641.27,SUCCESS,1
PAY_000255,SUB_0020,CUST_0020,2026-02-07,641.27,FAILED,1
PAY_000256,SUB_0020,CUST_0020,2026-03-09,641.27,FAILED,1
PAY_000257,SUB_0020,CUST_0020,2026-04-08,641.27,SUCCESS,1
PAY_000258,SUB_0020,CUST_0020,2026-05-08,641.27,SUCCESS,1
PAY_000259,SUB_0020,CUST_0020,2026-06-07,641.27,SUCCESS,1
PAY_000260,SUB_0020,CUST_0020,2026-07-07,641.27,FAILED,1
PAY_000261,SUB_0021,CUST_0021,2026-03-23,7397.62,FAILED,1
PAY_000262,SUB_0021,CUST_0021,2026-04-22,7397.62,FAILED,1
PAY_000263,SUB_0021,CUST_0021,2026-05-22,7397.62,SUCCESS,1
PAY_000264,SUB_0021,CUST_0021,2026-06-21,7397.62,SUCCESS,1
PAY_000265,SUB_0021,CUST_0021,2026-07-21,7397.62,FAILED,1
PAY_000266,SUB_0022,CUST_0022,2024-09-01,929.98,FAILED,1
PAY_000267,SUB_0022,CUST_0022,2024-10-01,929.98,SUCCESS,1
PAY_000268,SUB_0022,CUST_0022,2024-10-31,929.98,FAILED,1
PAY_000269,SUB_0022,CUST_0022,2024-11-30,929.98,FAILED,1
PAY_000270,SUB_0022,CUST_0022,2024-12-30,929.98,SUCCESS,1
PAY_000271,SUB_0022,CUST_0022,2025-01-29,929.98,FAILED,1
PAY_000272,SUB_0022,CUST_0022,2025-02-28,929.98,SUCCESS,1
PAY_000273,SUB_0022,CUST_0022,2025-03-30,929.98,FAILED,1
PAY_000274,SUB_0022,CUST_0022,2025-04-29,929.98,FAILED,1
PAY_000275,SUB_0022,CUST_0022,2025-05-29,929.98,SUCCESS,1
PAY_000276,SUB_0022,CUST_0022,2025-06-28,929.98,SUCCESS,1
PAY_000277,SUB_0022,CUST_0022,2025-07-28,929.98,SUCCESS,1
PAY_000278,SUB_0022,CUST_0022,2025-08-27,929.98,SUCCESS,1
PAY_000279,SUB_0022,CUST_0022,2025-09-26,929.98,SUCCESS,1
PAY_000280,SUB_0022,CUST_0022,2025-10-26,929.98,SUCCESS,1
PAY_000281,SUB_0022,CUST_0022,2025-11-25,929.98,FAILED,1
PAY_000282,SUB_0022,CUST_0022,2025-12-25,929.98,SUCCESS,1
PAY_000283,SUB_0022,CUST_0022,2026-01-24,929.98,FAILED,1
PAY_000284,SUB_0022,CUST_0022,2026-02-23,929.98,SUCCESS,1
PAY_000285,SUB_0022,CUST_0022,2026-03-25,929.98,SUCCESS,1
PAY_000286,SUB_0022,CUST_0022,2026-04-24,929.98,FAILED,1
PAY_000287,SUB_0022,CUST_0022,2026-05-24,929.98,FAILED,1
PAY_000288,SUB_0022,CUST_0022,2026-06-23,929.98,SUCCESS,1
PAY_000289,SUB_0022,CUST_0022,2026-07-23,929.98,SUCCESS,1
PAY_000290,SUB_0023,CUST_0023,2024-04-16,1192.85,SUCCESS,1
PAY_000291,SUB_0023,CUST_0023,2024-05-16,1192.85,SUCCESS,1
PAY_000292,SUB_0023,CUST_0023,2024-06-15,1192.85,SUCCESS,1
PAY_000293,SUB_0023,CUST_0023,2024-07-15,1192.85,SUCCESS,1
PAY_000294,SUB_0023,CUST_0023,2024-08-14,1192.85,SUCCESS,1
PAY_000295,SUB_0023,CUST_0023,2024-09-13,1192.85,SUCCESS,1
PAY_000296,SUB_0023,CUST_0023,2024-10-13,1192.85,SUCCESS,1
PAY_000297,SUB_0023,CUST_0023,2024-11-12,1192.85,SUCCESS,1
PAY_000298,SUB_0023,CUST_0023,2024-12-12,1192.85,SUCCESS,1
PAY_000299,SUB_0023,CUST_0023,2025-01-11,1192.85,SUCCESS,1
PAY_000300,SUB_0023,CUST_0023,2025-02-10,1192.85,FAILED,1
PAY_000301,SUB_0023,CUST_0023,2025-03-12,1192.85,FAILED,1
PAY_000302,SUB_0023,CUST_0023,2025-04-11,1192.85,SUCCESS,1
PAY_000303,SUB_0023,CUST_0023,2025-05-11,1192.85,FAILED,1
PAY_000304,SUB_0023,CUST_0023,2025-06-10,1192.85,SUCCESS,1
PAY_000305,SUB_0023,CUST_0023,2025-07-10,1192.85,SUCCESS,1
PAY_000306,SUB_0023,CUST_0023,2025-08-09,1192.85,SUCCESS,1
PAY_000307,SUB_0023,CUST_0023,2025-09-08,1192.85,SUCCESS,1
PAY_000308,SUB_0023,CUST_0023,2025-10-08,1192.85,FAILED,1
PAY_000309,SUB_0023,CUST_0023,2025-11-07,1192.85,FAILED,1
PAY_000310,SUB_0023,CUST_0023,2025-12-07,1192.85,FAILED,1
PAY_000311,SUB_0023,CUST_0023,2026-01-06,1192.85,FAILED,1
PAY_000312,SUB_0023,CUST_0023,2026-02-05,1192.85,SUCCESS,1
PAY_000313,SUB_0023,CUST_0023,2026-03-07,1192.85,SUCCESS,1
PAY_000314,SUB_0023,CUST_0023,2026-04-06,1192.85,SUCCESS,1
PAY_000315,SUB_0023,CUST_0023,2026-05-06,1192.85,SUCCESS,1
PAY_000316,SUB_0023,CUST_0023,2026-06-05,1192.85,FAILED,1
PAY_000317,SUB_0023,CUST_0023,2026-07-05,1192.85,SUCCESS,1
PAY_000318,SUB_0024,CUST_0024,2026-06-16,1472.48,FAILED,1
PAY_000319,SUB_0024,CUST_0024,2026-07-16,1472.48,SUCCESS,1
PAY_000320,SUB_0025,CUST_0025,2025-07-24,2062.52,FAILED,1
PAY_000321,SUB_0025,CUST_0025,2025-08-23,2062.52,FAILED,1
PAY_000322,SUB_0025,CUST_0025,2025-09-22,2062.52,FAILED,1
PAY_000323,SUB_0025,CUST_0025,2025-10-22,2062.52,FAILED,1
PAY_000324,SUB_0025,CUST_0025,2025-11-21,2062.52,FAILED,1
PAY_000325,SUB_0025,CUST_0025,2025-12-21,2062.52,SUCCESS,1
PAY_000326,SUB_0025,CUST_0025,2026-01-20,2062.52,SUCCESS,1
PAY_000327,SUB_0025,CUST_0025,2026-02-19,2062.52,SUCCESS,1
PAY_000328,SUB_0025,CUST_0025,2026-03-21,2062.52,FAILED,1
PAY_000329,SUB_0025,CUST_0025,2026-04-20,2062.52,FAILED,1
PAY_000330,SUB_0025,CUST_0025,2026-05-20,2062.52,FAILED,1
PAY_000331,SUB_0025,CUST_0025,2026-06-19,2062.52,FAILED,1
PAY_000332,SUB_0025,CUST_0025,2026-07-19,2062.52,SUCCESS,1
PAY_000333,SUB_0026,CUST_0026,2024-09-06,15000.0,SUCCESS,1
PAY_000334,SUB_0026,CUST_0026,2024-10-06,15000.0,SUCCESS,1
PAY_000335,SUB_0026,CUST_0026,2024-11-05,15000.0,SUCCESS,1
PAY_000336,SUB_0026,CUST_0026,2024-12-05,15000.0,SUCCESS,1
PAY_000337,SUB_0026,CUST_0026,2025-01-04,15000.0,SUCCESS,1
PAY_000338,SUB_0026,CUST_0026,2025-02-03,15000.0,SUCCESS,1
