failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,failure_category,behavior_profile,selected_action,estimated_recovery_probability,action_cost,expected_net_value,decision_margin
FAIL_000252,PAY_001726,CUST_0108,SUB_0108,200.0,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6728,2.0,132.56,20.0
FAIL_000769,PAY_005297,CUST_0317,SUB_0317,1595.17,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.4378,2.0,696.31,45.29
FAIL_001916,PAY_012313,CUST_0720,SUB_0720,566.77,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4253,2.0,239.02,29.48
FAIL_002723,PAY_016762,CUST_0973,SUB_0973,12790.64,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4777,2.0,6107.73,897.27
FAIL_001022,PAY_006878,CUST_0412,SUB_0412,449.29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4188,2.0,186.15,31.45
FAIL_001571,PAY_010528,CUST_0623,SUB_0623,1621.46,LIMIT_EXCEEDED,PAYMENT_LIMIT,friction_prone,PAYMENT_LINK,0.475,3.0,767.19,324.29
FAIL_001875,PAY_012087,CUST_0707,SUB_0707,933.74,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.421,2.0,391.1,43.95
FAIL_002328,PAY_014614,CUST_0857,SUB_0857,436.65,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,281.26,174.66
FAIL_002228,PAY_014187,CUST_0831,SUB_0831,5317.8,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4763,2.0,2531.02,366.48
FAIL_001393,PAY_009171,CUST_0545,SUB_0545,321.75,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.476,2.0,151.15,41.22
FAIL_002256,PAY_014380,CUST_0842,SUB_0842,5745.9,NETWORK_ERROR,TECHNICAL,high_value_loyal,RETRY_NOW,0.7722,2.0,4434.8,574.59
FAIL_000302,PAY_001972,CUST_0120,SUB_0120,1809.15,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4596,2.0,829.49,181.19
FAIL_002270,PAY_014414,CUST_0843,SUB_0843,638.25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4142,2.0,262.35,41.32
FAIL_001058,PAY_007201,CUST_0430,SUB_0430,2619.41,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.3942,2.0,1030.53,90.54
FAIL_000958,PAY_006430,CUST_0386,SUB_0386,978.94,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.3949,2.0,384.63,35.21
FAIL_002692,PAY_016587,CUST_0967,SUB_0967,10771.74,CARD_EXPIRED,PAYMENT_METHOD,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7576,3.0,8157.67,4308.7
FAIL_001661,PAY_010948,CUST_0643,SUB_0643,1063.34,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,539.3,212.67
FAIL_000534,PAY_003586,CUST_0212,SUB_0212,404.59,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4727,2.0,189.24,50.23
FAIL_001111,PAY_007485,CUST_0443,SUB_0443,976.9,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.4327,2.0,420.67,106.18
FAIL_001645,PAY_010882,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4089,2.0,508.93,43.31
FAIL_002150,PAY_013757,CUST_0804,SUB_0804,1094.39,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5057,2.0,551.41,105.71
FAIL_000820,PAY_005547,CUST_0336,SUB_0336,1661.44,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6682,2.0,1108.13,166.14
FAIL_000956,PAY_006424,CUST_0386,SUB_0386,978.94,CARD_EXPIRED,PAYMENT_METHOD,normal,UPDATE_PAYMENT_METHOD,0.71,3.0,692.05,391.58
FAIL_001161,PAY_007809,CUST_0462,SUB_0462,1399.49,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3736,2.0,520.85,69.02
FAIL_000731,PAY_005059,CUST_0301,SUB_0301,627.37,BANK_DECLINED,ISSUER_DECLINE,reliable,WAIT_AND_RETRY,0.4784,2.0,298.11,49.53
FAIL_002502,PAY_015383,CUST_0904,SUB_0904,3422.48,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.755,2.0,2581.86,342.25
FAIL_000862,PAY_005852,CUST_0354,SUB_0354,886.93,BANK_DECLINED,ISSUER_DECLINE,normal,WAIT_AND_RETRY,0.4564,2.0,402.79,86.5
FAIL_000092,PAY_000525,CUST_0036,SUB_0036,1214.61,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.356,2.0,430.4,38.65
FAIL_000866,PAY_005887,CUST_0356,SUB_0356,8418.6,AUTHENTICATION_FAILED,CUSTOMER_ACTION,high_value_loyal,UPDATE_PAYMENT_METHOD,0.6076,3.0,5112.14,1262.79
FAIL_001997,PAY_012714,CUST_0744,SUB_0744,200.0,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6683,2.0,131.66,20.0
FAIL_002090,PAY_013311,CUST_0778,SUB_0778,1859.33,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.4994,2.0,926.64,167.31
FAIL_001205,PAY_008073,CUST_0475,SUB_0475,332.6,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.3663,2.0,119.83,22.71
FAIL_002216,PAY_014118,CUST_0825,SUB_0825,8971.98,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.5266,2.0,4723.0,620.43
FAIL_001642,PAY_010875,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4089,2.0,508.93,43.31
FAIL_000183,PAY_001117,CUST_0074,SUB_0074,756.59,LIMIT_EXCEEDED,PAYMENT_LIMIT,low_engagement,PAYMENT_LINK,0.451,3.0,338.22,151.32
FAIL_000232,PAY_001565,CUST_0100,SUB_0100,1882.04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,reliable,WAIT_AND_RETRY,0.5288,2.0,993.22,147.42
FAIL_001370,PAY_009038,CUST_0533,SUB_0533,444.14,LIMIT_EXCEEDED,PAYMENT_LIMIT,low_engagement,PAYMENT_LINK,0.451,3.0,197.31,88.83
FAIL_000392,PAY_002635,CUST_0155,SUB_0155,663.98,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.371,2.0,244.34,31.54
FAIL_000395,PAY_002643,CUST_0155,SUB_0155,663.98,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.421,2.0,277.54,31.54
FAIL_000343,PAY_002267,CUST_0135,SUB_0135,771.04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4805,2.0,368.5,82.36
FAIL_002332,PAY_014668,CUST_0862,SUB_0862,1374.15,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4223,2.0,578.3,65.99
FAIL_001676,PAY_011007,CUST_0647,SUB_0647,1055.34,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.366,2.0,384.25,44.27
FAIL_001200,PAY_008045,CUST_0473,SUB_0473,1039.13,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4821,2.0,498.95,112.28
FAIL_001590,PAY_010621,CUST_0627,SUB_0627,200.0,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,102.0,30.0
FAIL_002706,PAY_016674,CUST_0970,SUB_0970,827.8,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4739,2.0,390.32,102.77
FAIL_002132,PAY_013636,CUST_0797,SUB_0797,802.81,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5085,2.0,406.23,80.07
FAIL_002243,PAY_014272,CUST_0836,SUB_0836,468.26,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3725,2.0,172.41,23.23
FAIL_001271,PAY_008373,CUST_0489,SUB_0489,8583.5,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4774,2.0,4096.17,600.54
FAIL_000210,PAY_001442,CUST_0093,SUB_0093,333.96,LIMIT_EXCEEDED,PAYMENT_LIMIT,low_engagement,PAYMENT_LINK,0.451,3.0,147.62,66.79
FAIL_002195,PAY_013949,CUST_0815,SUB_0815,14666.4,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4676,2.0,6856.01,880.98
FAIL_001102,PAY_007438,CUST_0440,SUB_0440,591.55,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.4167,2.0,244.52,39.89
FAIL_000399,PAY_002650,CUST_0156,SUB_0156,985.5,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.356,2.0,348.84,31.55
FAIL_001560,PAY_010455,CUST_0617,SUB_0617,469.95,CARD_EXPIRED,PAYMENT_METHOD,normal,UPDATE_PAYMENT_METHOD,0.71,3.0,330.66,187.98
FAIL_001594,PAY_010629,CUST_0627,SUB_0627,200.0,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3624,2.0,70.49,8.49
FAIL_002390,PAY_014949,CUST_0875,SUB_0875,1152.64,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3601,2.0,413.11,41.5
FAIL_000807,PAY_005503,CUST_0333,SUB_0333,1523.74,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3503,2.0,531.75,39.53
FAIL_002240,PAY_014265,CUST_0836,SUB_0836,468.26,AUTHENTICATION_FAILED,CUSTOMER_ACTION,friction_prone,UPDATE_PAYMENT_METHOD,0.525,3.0,242.84,70.24
FAIL_001544,PAY_010325,CUST_0609,SUB_0609,1520.27,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4172,2.0,632.26,65.16
FAIL_002354,PAY_014796,CUST_0866,SUB_0866,1434.91,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3664,2.0,523.71,60.36
FAIL_000268,PAY_001794,CUST_0111,SUB_0111,7138.36,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,3977.35,1427.67
FAIL_001824,PAY_011902,CUST_0699,SUB_0699,5610.27,LIMIT_EXCEEDED,PAYMENT_LIMIT,high_value_loyal,PAYMENT_LINK,0.5576,3.0,3125.29,1122.05
FAIL_001432,PAY_009407,CUST_0556,SUB_0556,1271.26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4182,2.0,529.61,55.89
FAIL_002212,PAY_014101,CUST_0824,SUB_0824,311.11,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6564,2.0,202.23,31.11
FAIL_002753,PAY_017004,CUST_0989,SUB_0989,997.84,CARD_EXPIRED,PAYMENT_METHOD,friction_prone,UPDATE_PAYMENT_METHOD,0.675,3.0,670.54,399.14
FAIL_000339,PAY_002217,CUST_0131,SUB_0131,569.52,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.3665,2.0,206.75,38.33
FAIL_000275,PAY_001819,CUST_0112,SUB_0112,553.77,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4217,2.0,231.5,26.84
FAIL_000873,PAY_005923,CUST_0358,SUB_0358,533.16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,normal,WAIT_AND_RETRY,0.5022,2.0,265.76,50.16
FAIL_001138,PAY_007725,CUST_0457,SUB_0457,1961.94,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4785,2.0,936.78,204.05
FAIL_002680,PAY_016514,CUST_0964,SUB_0964,1091.43,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.6617,2.0,720.21,109.14
FAIL_002276,PAY_014421,CUST_0845,SUB_0845,1868.13,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,949.75,373.63
FAIL_001156,PAY_007800,CUST_0461,SUB_0461,1652.19,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3707,2.0,610.53,76.56
FAIL_001196,PAY_008020,CUST_0472,SUB_0472,1179.38,CARD_EXPIRED,PAYMENT_METHOD,reliable,UPDATE_PAYMENT_METHOD,0.751,3.0,882.71,471.75
FAIL_001067,PAY_007234,CUST_0431,SUB_0431,745.87,CARD_EXPIRED,PAYMENT_METHOD,low_engagement,UPDATE_PAYMENT_METHOD,0.651,3.0,482.56,298.35
FAIL_000505,PAY_003409,CUST_0199,SUB_0199,5484.95,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.525,2.0,2877.77,370.86
FAIL_001299,PAY_008522,CUST_0500,SUB_0500,878.95,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4227,2.0,369.5,42.89
FAIL_000737,PAY_005096,CUST_0304,SUB_0304,5470.67,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4703,2.0,2570.66,343.81
FAIL_001083,PAY_007329,CUST_0436,SUB_0436,829.5,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,friction_prone,WAIT_AND_RETRY,0.4044,2.0,333.45,25.39
FAIL_001399,PAY_009188,CUST_0545,SUB_0545,321.75,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,low_engagement,WAIT_AND_RETRY,0.476,2.0,151.15,41.22
FAIL_002337,PAY_014689,CUST_0862,SUB_0862,1374.15,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3723,2.0,509.59,65.99
FAIL_001488,PAY_009766,CUST_0578,SUB_0578,1586.51,NETWORK_ERROR,TECHNICAL,friction_prone,RETRY_NOW,0.672,2.0,1064.13,158.65
FAIL_001522,PAY_010039,CUST_0593,SUB_0593,11278.37,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,high_value_loyal,WAIT_AND_RETRY,0.5261,2.0,5931.51,773.52
FAIL_002532,PAY_015564,CUST_0912,SUB_0912,1241.22,NETWORK_ERROR,TECHNICAL,low_engagement,RETRY_NOW,0.6612,2.0,818.73,124.12
FAIL_000706,PAY_004843,CUST_0287,SUB_0287,11785.54,BANK_DECLINED,ISSUER_DECLINE,high_value_loyal,WAIT_AND_RETRY,0.4789,2.0,5642.05,841.26
FAIL_000650,PAY_004411,CUST_0259,SUB_0259,432.07,BANK_DECLINED,ISSUER_DECLINE,low_engagement,WAIT_AND_RETRY,0.4306,2.0,184.04,56.98
FAIL_000574,PAY_003865,CUST_0226,SUB_0226,974.55,LIMIT_EXCEEDED,PAYMENT_LIMIT,normal,PAYMENT_LINK,0.51,3.0,494.02,194.91
FAIL_001883,PAY_012120,CUST_0708,SUB_0708,1097.17,AUTHENTICATION_FAILED,CUSTOMER_ACTION,normal,UPDATE_PAYMENT_METHOD,0.56,3.0,611.42,164.58
FAIL_002362,PAY_014852,CUST_0870,SUB_0870,1325.33,NETWORK_ERROR,TECHNICAL,normal,RETRY_NOW,0.7551,2.0,998.74,132.53
FAIL_000223,PAY_001477,CUST_0096,SUB_0096,722.92,BANK_DECLINED,ISSUER_DECLINE,friction_prone,WAIT_AND_RETRY,0.3631,2.0,260.46,28.51
