failure_id,payment_id,customer_id,subscription_id,amount,payment_date,failure_reason,failure_category,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,failure_ratio,payment_reliability,plan,monthly_subscription_value,billing_interval
FAIL_000019,PAY_000134,CUST_0013,SUB_0013,709.07,2026-05-14,CARD_EXPIRED,PAYMENT_METHOD,438,12,2,14,0.8571,0.35,0.45,friction_prone,0.1429,0.8571,starter,709.07,monthly
FAIL_000020,PAY_000151,CUST_0014,SUB_0014,2172.96,2026-04-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,556,17,1,18,0.9444,0.8,0.85,reliable,0.0556,0.9444,growth,2172.96,monthly
FAIL_000021,PAY_000164,CUST_0015,SUB_0015,1187.03,2025-01-28,CARD_EXPIRED,PAYMENT_METHOD,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000022,PAY_000165,CUST_0015,SUB_0015,1187.03,2025-02-27,NETWORK_ERROR,TECHNICAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000023,PAY_000168,CUST_0015,SUB_0015,1187.03,2025-05-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000024,PAY_000171,CUST_0015,SUB_0015,1187.03,2025-08-26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000025,PAY_000174,CUST_0015,SUB_0015,1187.03,2025-11-24,LIMIT_EXCEEDED,PAYMENT_LIMIT,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000026,PAY_000175,CUST_0015,SUB_0015,1187.03,2025-12-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000027,PAY_000181,CUST_0015,SUB_0015,1187.03,2026-06-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000028,PAY_000182,CUST_0015,SUB_0015,1187.03,2026-07-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,849,18,10,28,0.6429,0.35,0.45,friction_prone,0.3571,0.6429,starter,1187.03,monthly
FAIL_000029,PAY_000194,CUST_0017,SUB_0017,988.37,2025-08-27,AUTHENTICATION_FAILED,CUSTOMER_ACTION,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000030,PAY_000196,CUST_0017,SUB_0017,988.37,2025-10-26,NETWORK_ERROR,TECHNICAL,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000031,PAY_000199,CUST_0017,SUB_0017,988.37,2026-01-24,AUTHENTICATION_FAILED,CUSTOMER_ACTION,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000032,PAY_000200,CUST_0017,SUB_0017,988.37,2026-02-23,CARD_EXPIRED,PAYMENT_METHOD,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000033,PAY_000201,CUST_0017,SUB_0017,988.37,2026-03-25,NETWORK_ERROR,TECHNICAL,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000034,PAY_000202,CUST_0017,SUB_0017,988.37,2026-04-24,LIMIT_EXCEEDED,PAYMENT_LIMIT,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000035,PAY_000203,CUST_0017,SUB_0017,988.37,2026-05-24,BANK_DECLINED,ISSUER_DECLINE,518,14,3,17,0.8235,0.3,0.25,low_engagement,0.1765,0.8235,starter,988.37,monthly
FAIL_000036,PAY_000210,CUST_0018,SUB_0018,472.83,2026-05-03,BANK_DECLINED,ISSUER_DECLINE,239,6,1,7,0.8571,0.35,0.45,friction_prone,0.1429,0.8571,pro,472.83,monthly
FAIL_000037,PAY_000215,CUST_0019,SUB_0019,2269.23,2025-06-17,CARD_EXPIRED,PAYMENT_METHOD,499,15,1,16,0.9375,0.8,0.85,reliable,0.0625,0.9375,starter,2269.23,monthly
FAIL_000038,PAY_000216,CUST_0019,SUB_0019,2269.23,2025-07-17,NETWORK_ERROR,TECHNICAL,499,15,1,16,0.9375,0.8,0.85,reliable,0.0625,0.9375,starter,2269.23,monthly
FAIL_000039,PAY_000221,CUST_0019,SUB_0019,2269.23,2025-12-14,AUTHENTICATION_FAILED,CUSTOMER_ACTION,499,15,1,16,0.9375,0.8,0.85,reliable,0.0625,0.9375,starter,2269.23,monthly
FAIL_000040,PAY_000230,CUST_0020,SUB_0020,641.27,2024-01-19,BANK_DECLINED,ISSUER_DECLINE,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000041,PAY_000237,CUST_0020,SUB_0020,641.27,2024-08-16,NETWORK_ERROR,TECHNICAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000042,PAY_000244,CUST_0020,SUB_0020,641.27,2025-03-14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000043,PAY_000252,CUST_0020,SUB_0020,641.27,2025-11-09,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000044,PAY_000255,CUST_0020,SUB_0020,641.27,2026-02-07,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000045,PAY_000256,CUST_0020,SUB_0020,641.27,2026-03-09,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000046,PAY_000260,CUST_0020,SUB_0020,641.27,2026-07-07,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly
FAIL_000047,PAY_000261,CUST_0021,SUB_0021,7397.62,2026-03-23,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,160,3,2,5,0.6,0.82,0.9,high_value_loyal,0.4,0.6,pro,7397.62,monthly
FAIL_000048,PAY_000262,CUST_0021,SUB_0021,7397.62,2026-04-22,BANK_DECLINED,ISSUER_DECLINE,160,3,2,5,0.6,0.82,0.9,high_value_loyal,0.4,0.6,pro,7397.62,monthly
FAIL_000049,PAY_000265,CUST_0021,SUB_0021,7397.62,2026-07-21,NETWORK_ERROR,TECHNICAL,160,3,2,5,0.6,0.82,0.9,high_value_loyal,0.4,0.6,pro,7397.62,monthly
FAIL_000050,PAY_000266,CUST_0022,SUB_0022,929.98,2024-09-01,BANK_DECLINED,ISSUER_DECLINE,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000051,PAY_000268,CUST_0022,SUB_0022,929.98,2024-10-31,BANK_DECLINED,ISSUER_DECLINE,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000052,PAY_000269,CUST_0022,SUB_0022,929.98,2024-11-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000053,PAY_000271,CUST_0022,SUB_0022,929.98,2025-01-29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000054,PAY_000273,CUST_0022,SUB_0022,929.98,2025-03-30,LIMIT_EXCEEDED,PAYMENT_LIMIT,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000055,PAY_000274,CUST_0022,SUB_0022,929.98,2025-04-29,NETWORK_ERROR,TECHNICAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000056,PAY_000281,CUST_0022,SUB_0022,929.98,2025-11-25,NETWORK_ERROR,TECHNICAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000057,PAY_000283,CUST_0022,SUB_0022,929.98,2026-01-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000058,PAY_000286,CUST_0022,SUB_0022,929.98,2026-04-24,NETWORK_ERROR,TECHNICAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000059,PAY_000287,CUST_0022,SUB_0022,929.98,2026-05-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,728,15,9,24,0.625,0.6,0.6,normal,0.375,0.625,growth,929.98,monthly
FAIL_000060,PAY_000300,CUST_0023,SUB_0023,1192.85,2025-02-10,BANK_DECLINED,ISSUER_DECLINE,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000061,PAY_000301,CUST_0023,SUB_0023,1192.85,2025-03-12,LIMIT_EXCEEDED,PAYMENT_LIMIT,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000062,PAY_000303,CUST_0023,SUB_0023,1192.85,2025-05-11,NETWORK_ERROR,TECHNICAL,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000063,PAY_000308,CUST_0023,SUB_0023,1192.85,2025-10-08,BANK_DECLINED,ISSUER_DECLINE,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000064,PAY_000309,CUST_0023,SUB_0023,1192.85,2025-11-07,NETWORK_ERROR,TECHNICAL,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000065,PAY_000310,CUST_0023,SUB_0023,1192.85,2025-12-07,CARD_EXPIRED,PAYMENT_METHOD,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000066,PAY_000311,CUST_0023,SUB_0023,1192.85,2026-01-06,CARD_EXPIRED,PAYMENT_METHOD,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000067,PAY_000316,CUST_0023,SUB_0023,1192.85,2026-06-05,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly
FAIL_000068,PAY_000318,CUST_0024,SUB_0024,1472.48,2026-06-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,75,1,1,2,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1472.48,monthly
FAIL_000069,PAY_000320,CUST_0025,SUB_0025,2062.52,2025-07-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000070,PAY_000321,CUST_0025,SUB_0025,2062.52,2025-08-23,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000071,PAY_000322,CUST_0025,SUB_0025,2062.52,2025-09-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000072,PAY_000323,CUST_0025,SUB_0025,2062.52,2025-10-22,LIMIT_EXCEEDED,PAYMENT_LIMIT,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000073,PAY_000324,CUST_0025,SUB_0025,2062.52,2025-11-21,AUTHENTICATION_FAILED,CUSTOMER_ACTION,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000074,PAY_000328,CUST_0025,SUB_0025,2062.52,2026-03-21,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000075,PAY_000329,CUST_0025,SUB_0025,2062.52,2026-04-20,NETWORK_ERROR,TECHNICAL,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000076,PAY_000330,CUST_0025,SUB_0025,2062.52,2026-05-20,BANK_DECLINED,ISSUER_DECLINE,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000077,PAY_000331,CUST_0025,SUB_0025,2062.52,2026-06-19,AUTHENTICATION_FAILED,CUSTOMER_ACTION,402,10,3,13,0.7692,0.6,0.6,normal,0.2308,0.7692,pro,2062.52,monthly
FAIL_000078,PAY_000347,CUST_0026,SUB_0026,15000.0,2025-10-31,BANK_DECLINED,ISSUER_DECLINE,723,22,2,24,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,pro,15000.0,monthly
FAIL_000079,PAY_000351,CUST_0026,SUB_0026,15000.0,2026-02-28,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,723,22,2,24,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,pro,15000.0,monthly
FAIL_000080,PAY_000353,CUST_0026,SUB_0026,15000.0,2026-04-29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,723,22,2,24,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,pro,15000.0,monthly
FAIL_000081,PAY_000355,CUST_0026,SUB_0026,15000.0,2026-06-28,NETWORK_ERROR,TECHNICAL,723,22,2,24,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,pro,15000.0,monthly
FAIL_000082,PAY_000370,CUST_0029,SUB_0029,1707.17,2024-05-25,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,827,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,growth,1707.17,monthly
FAIL_000083,PAY_000389,CUST_0029,SUB_0029,1707.17,2025-12-16,NETWORK_ERROR,TECHNICAL,827,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,growth,1707.17,monthly
FAIL_000084,PAY_000391,CUST_0029,SUB_0029,1707.17,2026-02-14,AUTHENTICATION_FAILED,CUSTOMER_ACTION,827,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,growth,1707.17,monthly
FAIL_000085,PAY_000404,CUST_0030,SUB_0030,1347.23,2025-12-03,BANK_DECLINED,ISSUER_DECLINE,480,14,2,16,0.875,0.35,0.45,friction_prone,0.125,0.875,growth,1347.23,monthly
FAIL_000086,PAY_000442,CUST_0031,SUB_0031,1539.65,2026-07-24,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,907,29,1,30,0.9667,0.8,0.85,reliable,0.0333,0.9667,growth,1539.65,monthly
FAIL_000087,PAY_000444,CUST_0032,SUB_0032,10611.56,2025-09-29,LIMIT_EXCEEDED,PAYMENT_LIMIT,365,11,1,12,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,growth,10611.56,monthly
FAIL_000088,PAY_000486,CUST_0034,SUB_0034,3230.65,2024-12-15,NETWORK_ERROR,TECHNICAL,743,21,3,24,0.875,0.8,0.85,reliable,0.125,0.875,pro,3230.65,monthly
FAIL_000089,PAY_000521,CUST_0036,SUB_0036,1214.61,2025-10-18,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000090,PAY_000523,CUST_0036,SUB_0036,1214.61,2025-12-17,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000091,PAY_000524,CUST_0036,SUB_0036,1214.61,2026-01-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000092,PAY_000525,CUST_0036,SUB_0036,1214.61,2026-02-15,BANK_DECLINED,ISSUER_DECLINE,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000093,PAY_000526,CUST_0036,SUB_0036,1214.61,2026-03-17,CARD_EXPIRED,PAYMENT_METHOD,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000094,PAY_000527,CUST_0036,SUB_0036,1214.61,2026-04-16,BANK_DECLINED,ISSUER_DECLINE,316,5,5,10,0.5,0.35,0.45,friction_prone,0.5,0.5,growth,1214.61,monthly
FAIL_000095,PAY_000542,CUST_0037,SUB_0037,9606.42,2025-04-06,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,841,25,3,28,0.8929,0.82,0.9,high_value_loyal,0.1071,0.8929,pro,9606.42,monthly
FAIL_000096,PAY_000547,CUST_0037,SUB_0037,9606.42,2025-09-03,BANK_DECLINED,ISSUER_DECLINE,841,25,3,28,0.8929,0.82,0.9,high_value_loyal,0.1071,0.8929,pro,9606.42,monthly
FAIL_000097,PAY_000558,CUST_0037,SUB_0037,9606.42,2026-07-30,LIMIT_EXCEEDED,PAYMENT_LIMIT,841,25,3,28,0.8929,0.82,0.9,high_value_loyal,0.1071,0.8929,pro,9606.42,monthly
FAIL_000098,PAY_000559,CUST_0038,SUB_0038,1015.59,2025-09-25,BANK_DECLINED,ISSUER_DECLINE,339,8,3,11,0.7273,0.6,0.6,normal,0.2727,0.7273,starter,1015.59,monthly
FAIL_000099,PAY_000565,CUST_0038,SUB_0038,1015.59,2026-03-24,LIMIT_EXCEEDED,PAYMENT_LIMIT,339,8,3,11,0.7273,0.6,0.6,normal,0.2727,0.7273,starter,1015.59,monthly
FAIL_000100,PAY_000566,CUST_0038,SUB_0038,1015.59,2026-04-23,AUTHENTICATION_FAILED,CUSTOMER_ACTION,339,8,3,11,0.7273,0.6,0.6,normal,0.2727,0.7273,starter,1015.59,monthly
FAIL_000101,PAY_000568,CUST_0038,SUB_0038,1015.59,2026-06-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,339,8,3,11,0.7273,0.6,0.6,normal,0.2727,0.7273,starter,1015.59,monthly
FAIL_000102,PAY_000574,CUST_0039,SUB_0039,13129.92,2025-09-03,CARD_EXPIRED,PAYMENT_METHOD,481,14,2,16,0.875,0.82,0.9,high_value_loyal,0.125,0.875,pro,13129.92,monthly
FAIL_000103,PAY_000585,CUST_0039,SUB_0039,13129.92,2026-07-30,CARD_EXPIRED,PAYMENT_METHOD,481,14,2,16,0.875,0.82,0.9,high_value_loyal,0.125,0.875,pro,13129.92,monthly
FAIL_000104,PAY_000631,CUST_0042,SUB_0042,7945.8,2024-04-07,NETWORK_ERROR,TECHNICAL,995,31,2,33,0.9394,0.82,0.9,high_value_loyal,0.0606,0.9394,growth,7945.8,monthly
FAIL_000105,PAY_000641,CUST_0042,SUB_0042,7945.8,2025-02-01,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,995,31,2,33,0.9394,0.82,0.9,high_value_loyal,0.0606,0.9394,growth,7945.8,monthly
FAIL_000106,PAY_000653,CUST_0042,SUB_0042,7945.8,2026-01-27,NETWORK_ERROR,TECHNICAL,995,31,2,33,0.9394,0.82,0.9,high_value_loyal,0.0606,0.9394,growth,7945.8,monthly
FAIL_000107,PAY_000663,CUST_0044,SUB_0044,781.5,2024-06-30,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,821,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,starter,781.5,monthly
FAIL_000108,PAY_000673,CUST_0044,SUB_0044,781.5,2025-04-26,BANK_DECLINED,ISSUER_DECLINE,821,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,starter,781.5,monthly
FAIL_000109,PAY_000678,CUST_0044,SUB_0044,781.5,2025-09-23,BANK_DECLINED,ISSUER_DECLINE,821,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,starter,781.5,monthly
FAIL_000110,PAY_000694,CUST_0045,SUB_0045,382.43,2025-08-05,LIMIT_EXCEEDED,PAYMENT_LIMIT,540,16,2,18,0.8889,0.6,0.6,normal,0.1111,0.8889,growth,382.43,monthly
FAIL_000111,PAY_000698,CUST_0045,SUB_0045,382.43,2025-12-03,AUTHENTICATION_FAILED,CUSTOMER_ACTION,540,16,2,18,0.8889,0.6,0.6,normal,0.1111,0.8889,growth,382.43,monthly
FAIL_000112,PAY_000702,CUST_0045,SUB_0045,382.43,2026-04-02,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,540,16,2,18,0.8889,0.6,0.6,normal,0.1111,0.8889,growth,382.43,monthly
FAIL_000113,PAY_000707,CUST_0046,SUB_0046,405.71,2024-07-18,BANK_DECLINED,ISSUER_DECLINE,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000114,PAY_000713,CUST_0046,SUB_0046,405.71,2025-01-14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000115,PAY_000722,CUST_0046,SUB_0046,405.71,2025-10-11,AUTHENTICATION_FAILED,CUSTOMER_ACTION,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000116,PAY_000723,CUST_0046,SUB_0046,405.71,2025-11-10,CARD_EXPIRED,PAYMENT_METHOD,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000117,PAY_000725,CUST_0046,SUB_0046,405.71,2026-01-09,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000118,PAY_000726,CUST_0046,SUB_0046,405.71,2026-02-08,BANK_DECLINED,ISSUER_DECLINE,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000119,PAY_000730,CUST_0046,SUB_0046,405.71,2026-06-08,BANK_DECLINED,ISSUER_DECLINE,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly
FAIL_000120,PAY_000733,CUST_0047,SUB_0047,1330.55,2025-04-03,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,544,14,4,18,0.7778,0.6,0.6,normal,0.2222,0.7778,growth,1330.55,monthly
