failure_id,amount,failure_reason,behavior_profile,selected_action,oracle_action,selected_net,oracle_net,opportunity_loss,selected_true_probability,model_probability
FAIL_001904,799.44,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,RETRY_NOW,212.62,223.26,10.639999999999986,0.268468,0.7430039015846961
FAIL_000547,7312.97,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,6944.32,6944.32,0.0,0.95,0.7174751006346076
FAIL_001870,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,414.53,465.66,51.13000000000005,0.446091,0.6883829435828897
FAIL_000498,378.71,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,253.26,253.26,0.0,0.674013,0.7836696802863388
FAIL_001021,449.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,SEND_REMINDER,113.01,133.94,20.929999999999993,0.255987,0.7133851377485602
FAIL_002499,5512.84,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,SEND_REMINDER,5234.2,5236.2,2.0,0.95,0.8302352817956813
FAIL_001903,799.44,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,286.48,286.48,0.0,0.362108,0.5239724901036097
FAIL_002122,694.22,BANK_DECLINED,normal,WAIT_AND_RETRY,RETRY_NOW,495.59,539.81,44.21999999999997,0.716763,0.6522714472248934
FAIL_000721,706.23,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,262.17,262.17,0.0,0.374055,0.6663489381229168
FAIL_000897,578.62,BANK_DECLINED,normal,PAYMENT_LINK,PAYMENT_LINK,468.09,468.09,0.0,0.814155,0.6712765619549818
FAIL_001742,859.71,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,371.11,371.11,0.0,0.433994,0.8287729897227573
FAIL_000437,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,920.53,990.15,69.62,0.766015,0.7273936536295592
FAIL_000023,1187.03,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,450.1,549.91,99.80999999999995,0.380866,0.6339929398521537
FAIL_000605,928.54,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,347.95,347.95,0.0,0.376883,0.8281876229547843
FAIL_001000,568.13,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,343.68,343.68,0.0,0.610208,0.7662105387026732
FAIL_001637,1633.25,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,677.42,785.18,107.75999999999999,0.415995,0.6879654732772734
FAIL_002025,1696.9,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,1456.85,1456.85,0.0,0.860302,0.7712705915269169
FAIL_001573,1621.46,BANK_DECLINED,friction_prone,PAYMENT_LINK,WAIT_AND_RETRY,624.02,673.32,49.30000000000007,0.386698,0.6193829243247521
FAIL_000797,998.82,BANK_DECLINED,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,757.77,757.77,0.0,0.760667,0.6306694248816122
FAIL_001698,1314.12,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,989.4,989.4,0.0,0.754421,0.7513554891799761
FAIL_001866,933.74,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,476.44,476.44,0.0,0.512387,0.6883829435828897
FAIL_000299,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,SEND_REMINDER,14110.08,14249.0,138.92000000000007,0.940805,0.7680252681950693
FAIL_002608,295.63,NETWORK_ERROR,low_engagement,RETRY_NOW,WAIT_AND_RETRY,96.5,114.36,17.86,0.333193,0.8753322568960781
FAIL_002712,401.23,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,181.01,181.01,0.0,0.458623,0.7093045961428713
FAIL_000190,622.31,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,254.38,269.29,14.910000000000025,0.411975,0.5172808397027796
FAIL_000101,1015.59,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,719.68,763.89,44.210000000000036,0.710604,0.7102798825791261
FAIL_000604,408.16,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,151.48,151.48,0.0,0.378471,0.8270269671836766
FAIL_000816,1661.44,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,734.82,734.82,0.0,0.443482,0.5820874738585136
FAIL_002590,706.67,BANK_DECLINED,reliable,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,655.8,668.34,12.540000000000077,0.930847,0.7034865853825936
FAIL_001272,8583.5,NETWORK_ERROR,high_value_loyal,RETRY_NOW,RETRY_NOW,8152.32,8152.32,0.0,0.95,0.8835739955564706
FAIL_000963,524.81,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,133.59,133.59,0.0,0.260264,0.663983674955563
FAIL_002528,2077.0,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,1735.12,1735.12,0.0,0.836358,0.7856762969110959
FAIL_001373,11601.39,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,PAYMENT_LINK,10887.84,11018.32,130.47999999999956,0.938667,0.6867279414938682
FAIL_002112,313.47,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,127.43,127.43,0.0,0.416069,0.7218762826467766
FAIL_001163,1399.49,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,749.58,749.58,0.0,0.537035,0.7851030618656784
FAIL_000348,771.04,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,415.53,421.75,6.220000000000027,0.54152,0.6817961655435115
FAIL_000696,913.36,NETWORK_ERROR,normal,WAIT_AND_RETRY,RETRY_NOW,643.64,728.55,84.90999999999997,0.706886,0.8159160560271806
FAIL_001939,1036.92,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,509.36,509.36,0.0,0.494115,0.7364223967253739
FAIL_002094,2075.84,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,1572.98,1722.66,149.68000000000006,0.75872,0.67294361752537
FAIL_002522,293.13,NETWORK_ERROR,normal,RETRY_NOW,RETRY_NOW,232.6,232.6,0.0,0.800328,0.8538605804737034
FAIL_001812,671.72,LIMIT_EXCEEDED,normal,PAYMENT_LINK,PAYMENT_LINK,577.92,577.92,0.0,0.864819,0.7367435246436755
FAIL_002412,1083.08,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,329.1,420.42,91.32,0.305704,0.5817592993919886
FAIL_001905,799.44,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,280.0,280.0,0.0,0.352748,0.6306974485725992
FAIL_001320,676.53,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,522.5,522.5,0.0,0.776758,0.8377298826967254
FAIL_002398,1893.79,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,608.97,608.97,0.0,0.322615,0.6957739151257494
FAIL_002476,397.37,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,152.17,184.35,32.18000000000001,0.387984,0.6540959510516936
FAIL_001176,1737.7,NETWORK_ERROR,friction_prone,RETRY_NOW,WAIT_AND_RETRY,733.99,787.18,53.18999999999994,0.423543,0.7935118349601799
FAIL_001245,1120.08,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,843.06,843.06,0.0,0.754467,0.6627146987110675
FAIL_000002,406.32,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,WAIT_AND_RETRY,310.17,319.51,9.339999999999975,0.770755,0.7033479305139426
FAIL_002245,468.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,178.84,192.13,13.289999999999992,0.386194,0.6751792853182306
FAIL_001664,289.39,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,99.96,104.58,4.6200000000000045,0.352311,0.654860870682463
FAIL_001233,493.48,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,209.76,209.76,0.0,0.429114,0.8752395005071629
FAIL_000713,1068.05,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,497.84,497.84,0.0,0.468925,0.6180027453028564
FAIL_002518,293.13,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,221.45,221.45,0.0,0.765714,0.7162719878389067
FAIL_001723,374.12,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,71.98,71.98,0.0,0.197736,0.5084229053321369
FAIL_000786,726.01,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,223.87,240.07,16.19999999999999,0.312494,0.5850323025771409
FAIL_000522,799.69,BANK_DECLINED,reliable,WAIT_AND_RETRY,RETRY_NOW,735.05,753.21,18.160000000000082,0.921673,0.7713851451859283
FAIL_002271,471.41,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,PAYMENT_LINK,116.92,116.92,0.0,0.254386,0.6704072512557321
FAIL_001212,332.6,NETWORK_ERROR,low_engagement,RETRY_NOW,RETRY_NOW,151.79,151.79,0.0,0.46239,0.8484319875729023
FAIL_001649,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,497.08,497.08,0.0,0.399376,0.7445677267941921
FAIL_001337,1196.46,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,451.13,451.13,0.0,0.378722,0.5812813064238724
FAIL_001673,1055.34,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,500.61,500.61,0.0,0.476253,0.8548774891229678
FAIL_001267,15000.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,WAIT_AND_RETRY,14247.0,14248.0,1.0,0.95,0.7063528125534922
FAIL_002078,281.45,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,105.03,105.03,0.0,0.380284,0.7093611163710989
FAIL_001231,580.5,BANK_DECLINED,friction_prone,PAYMENT_LINK,WAIT_AND_RETRY,215.4,215.78,0.37999999999999545,0.37622,0.6169667826598654
FAIL_000511,324.57,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,54.48,54.48,0.0,0.174029,0.7062822902553925
FAIL_001286,489.64,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,256.89,256.89,0.0,0.530785,0.7415840220394329
FAIL_001353,633.24,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,262.34,262.34,0.0,0.419021,0.5735999899137209
FAIL_000287,324.58,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,118.9,118.9,0.0,0.375555,0.5123461478741951
FAIL_001767,1595.24,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,586.48,729.5,143.01999999999998,0.369522,0.5945073160964638
FAIL_001492,1096.45,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,RETRY_NOW,343.19,356.83,13.639999999999986,0.314821,0.5915552800289096
FAIL_000808,1523.74,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,473.89,474.34,0.44999999999998863,0.31297,0.6463584799878802
FAIL_002206,10550.69,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,RETRY_NOW,10020.16,10021.16,1.0,0.95,0.5629771159774137
FAIL_002130,408.24,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,164.63,164.63,0.0,0.410626,0.6973304684598801
FAIL_000007,11574.78,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,10821.63,10993.04,171.41000000000167,0.935191,0.5609306367705019
FAIL_001787,703.54,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,436.94,436.94,0.0,0.623904,0.7676141933053094
FAIL_000182,756.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,152.3,152.3,0.0,0.205269,0.7311800929246591
FAIL_001044,542.66,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,255.42,258.94,3.5200000000000102,0.474358,0.6321137603366875
FAIL_000779,676.83,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,277.6,353.35,75.75,0.413106,0.5958682019474054
FAIL_001578,2210.87,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,745.18,943.59,198.41000000000008,0.337958,0.6472176416285808
FAIL_000474,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,895.94,895.94,0.0,0.766177,0.7123436458051959
FAIL_002095,2075.84,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,PAYMENT_LINK,1574.96,1625.68,50.72000000000003,0.759671,0.7329639307632505
FAIL_001788,703.54,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,361.91,361.91,0.0,0.517251,0.7037715335275176
FAIL_002501,3422.48,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,2717.96,2848.27,130.30999999999995,0.795025,0.7943571066122529
FAIL_001416,507.97,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,117.26,130.0,12.739999999999995,0.234786,0.7027845601608752
FAIL_001780,345.77,BANK_DECLINED,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,261.25,261.25,0.0,0.761341,0.577947171149849
FAIL_000445,14872.16,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,14125.55,14125.55,0.0,0.95,0.6741124075826752
FAIL_000157,1656.39,BANK_DECLINED,reliable,WAIT_AND_RETRY,PAYMENT_LINK,1521.0,1556.08,35.07999999999993,0.919469,0.710523462420648
FAIL_002468,429.37,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,236.96,236.96,0.0,0.556529,0.7647116443718535
FAIL_002641,974.33,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,WAIT_AND_RETRY,436.41,436.41,0.0,0.449964,0.6908562016362454
FAIL_001070,745.87,LIMIT_EXCEEDED,low_engagement,PAYMENT_LINK,PAYMENT_LINK,279.43,279.43,0.0,0.378659,0.5837559344828379
FAIL_002435,938.96,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,277.61,277.61,0.0,0.298847,0.6675570035095058
FAIL_000114,405.71,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,224.68,224.68,0.0,0.558733,0.6419963887507122
FAIL_001357,412.94,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,159.95,203.93,43.98000000000002,0.392179,0.7225859446778642
FAIL_002543,1705.4,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,724.15,724.15,0.0,0.425794,0.5678719121674557
FAIL_001638,1633.25,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,712.55,911.02,198.47000000000003,0.437501,0.6066312712157869
FAIL_002087,1859.33,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,1387.07,1460.23,73.16000000000008,0.747083,0.686724225605043
FAIL_001439,404.63,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,RETRY_NOW,158.72,210.41,51.69,0.397203,0.8073470827296682
FAIL_001144,3086.94,BANK_DECLINED,normal,PAYMENT_LINK,WAIT_AND_RETRY,1837.91,2078.23,240.31999999999994,0.596354,0.6717203237088476
FAIL_002736,445.63,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,225.39,225.39,0.0,0.510258,0.6240377814971402
FAIL_001142,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,PAYMENT_LINK,2133.78,2133.78,0.0,0.692202,0.6347825988809009
FAIL_001345,1492.87,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,968.96,968.96,0.0,0.651071,0.6409851558480016
FAIL_001633,666.71,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,250.24,250.24,0.0,0.378332,0.7708949079278133
FAIL_000792,998.82,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,807.34,825.24,17.899999999999977,0.810295,0.6306694248816122
FAIL_000097,9606.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,9123.1,9123.1,0.0,0.95,0.7842126290999063
FAIL_000914,454.36,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,250.67,250.67,0.0,0.558293,0.7502569836065696
FAIL_000933,929.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,736.12,736.12,0.0,0.794255,0.7204479514423133
FAIL_001251,1120.08,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,816.73,845.21,28.480000000000018,0.730955,0.5844223412670244
FAIL_001433,1271.26,NETWORK_ERROR,friction_prone,RETRY_NOW,RETRY_NOW,587.14,587.14,0.0,0.463427,0.855186824964844
FAIL_001886,1097.17,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,877.87,877.87,0.0,0.801942,0.5656243713634029
FAIL_000818,1661.44,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,829.87,829.87,0.0,0.500694,0.5820874738585136
FAIL_000912,454.36,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,208.08,208.08,0.0,0.464569,0.669021158073464
FAIL_001928,720.89,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,323.49,323.49,0.0,0.452898,0.7579717044761587
FAIL_000159,1656.39,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,SEND_REMINDER,1541.54,1564.41,22.87000000000012,0.931868,0.7596310090157213
FAIL_001567,1621.46,BANK_DECLINED,friction_prone,PAYMENT_LINK,WAIT_AND_RETRY,477.57,608.82,131.25000000000006,0.296384,0.6193829243247521
FAIL_000443,14872.16,NETWORK_ERROR,high_value_loyal,RETRY_NOW,SEND_REMINDER,14126.55,14127.55,1.0,0.95,0.8634979328279807
FAIL_000653,1739.87,LIMIT_EXCEEDED,reliable,PAYMENT_LINK,PAYMENT_LINK,1649.88,1649.88,0.0,0.95,0.6343389327424245
FAIL_002652,319.2,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,90.58,105.5,14.920000000000002,0.290041,0.6773531607598305
FAIL_001017,449.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,104.11,127.33,23.22,0.236176,0.7133851377485599
FAIL_001687,300.09,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,UPDATE_PAYMENT_METHOD,105.67,122.31,16.64,0.362133,0.5216586922290852
FAIL_001361,8636.92,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,RETRY_NOW,8192.46,8203.07,10.610000000000582,0.948771,0.7946251678465517
FAIL_000735,1311.68,BANK_DECLINED,normal,WAIT_AND_RETRY,WAIT_AND_RETRY,1052.63,1052.63,0.0,0.804028,0.5843592004797881
FAIL_000102,13129.92,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,PAYMENT_LINK,12470.42,12470.42,0.0,0.95,0.8500203994913808
FAIL_001689,300.09,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,111.0,111.0,0.0,0.379875,0.7459458531036599
FAIL_000726,8559.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,PAYMENT_LINK,8128.45,8128.45,0.0,0.95,0.7318247703088866
FAIL_000666,1477.76,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,767.64,767.64,0.0,0.520815,0.5897645664604493
FAIL_000970,524.81,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,140.37,140.37,0.0,0.273193,0.663983674955563
FAIL_000634,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,PAYMENT_LINK,153.12,180.63,27.50999999999999,0.254594,0.6804900228795092
FAIL_002525,2077.0,BANK_DECLINED,normal,WAIT_AND_RETRY,PAYMENT_LINK,1710.59,1805.37,94.77999999999997,0.824551,0.7673977335605584
FAIL_002294,951.12,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,UPDATE_PAYMENT_METHOD,239.88,257.46,17.579999999999984,0.254306,0.4426484931111922
FAIL_001449,200.0,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,73.27,78.37,5.1000000000000085,0.376336,0.5835483913656906
FAIL_000422,293.46,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,124.18,124.18,0.0,0.433364,0.7742694812010542
FAIL_001023,449.29,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,159.38,159.38,0.0,0.361419,0.6643964127415617
FAIL_000861,886.93,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,733.69,733.69,0.0,0.830609,0.7019117129333832
FAIL_001466,557.68,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,PAYMENT_LINK,211.37,280.61,69.24000000000001,0.382602,0.614452686409037
FAIL_000164,961.34,AUTHENTICATION_FAILED,normal,PAYMENT_LINK,PAYMENT_LINK,773.26,773.26,0.0,0.807476,0.7116016867253346
FAIL_001494,369.27,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,138.1,138.28,0.18000000000000682,0.379384,0.6446555690900072
FAIL_001263,929.62,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,SEND_REMINDER,259.25,338.03,78.77999999999997,0.28103,0.6260733380050731
FAIL_000172,11107.73,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,RETRY_NOW,10550.34,10550.34,0.0,0.95,0.8843038768358743
FAIL_000523,1170.85,BANK_DECLINED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,499.58,499.58,0.0,0.429245,0.5531941591027093
FAIL_001761,1595.24,BANK_DECLINED,friction_prone,PAYMENT_LINK,PAYMENT_LINK,641.21,641.21,0.0,0.403831,0.6030672792285828
FAIL_000607,928.54,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,WAIT_AND_RETRY,319.89,319.89,0.0,0.346659,0.5811168967089423
