portfolio_rank,selected,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery
63,True,FAIL_001169,CUST_0467,SUB_0467,2634.12,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.8549244457476503,2251.9735810328,2.0,2249.9735810328
64,True,FAIL_002473,CUST_0893,SUB_0893,2414.17,NETWORK_ERROR,normal,RETRY_NOW,0.9057775449188916,2186.700975616841,2.0,2184.700975616841
65,True,FAIL_001140,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033
66,True,FAIL_001142,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033
67,True,FAIL_001354,CUST_0530,SUB_0530,2315.15,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.9209056911204484,2132.034810797506,3.0,2129.034810797506
68,True,FAIL_000188,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7631755891241059,2042.845521699733,3.0,2039.845521699733
69,True,FAIL_001062,CUST_0430,SUB_0430,2619.41,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7617346027528056,1995.2952357967265,2.0,1993.2952357967265
70,True,FAIL_001577,CUST_0625,SUB_0625,2210.87,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8980268632502906,1985.4206511541695,2.0,1983.4206511541695
71,True,FAIL_000009,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.6787439791535979,1971.6155106453712,2.0,1969.6155106453712
72,True,FAIL_000414,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7716332634123798,1923.1415824026744,2.0,1921.1415824026744
73,True,FAIL_002233,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404
74,True,FAIL_002235,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404
75,True,FAIL_002088,CUST_0778,SUB_0778,1859.33,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.918848740627056,1708.4430289101042,2.0,1706.4430289101042
76,True,FAIL_002528,CUST_0911,SUB_0911,2077.0,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8103949585590171,1683.1903289270786,2.0,1681.1903289270786
77,True,FAIL_002525,CUST_0911,SUB_0911,2077.0,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7994038473204977,1660.3617908846738,2.0,1658.3617908846738
78,True,FAIL_000752,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7183532571740653,1644.2244032805747,3.0,1641.2244032805747
79,True,FAIL_002601,CUST_0932,SUB_0932,2080.35,BANK_DECLINED,normal,WAIT_AND_RETRY,0.7798166489344992,1622.2915656108853,2.0,1620.2915656108853
80,True,FAIL_002095,CUST_0780,SUB_0780,2075.84,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.757232601073572,1571.8937226125638,2.0,1569.8937226125638
81,True,FAIL_000039,CUST_0019,SUB_0019,2269.23,AUTHENTICATION_FAILED,reliable,SEND_REMINDER,0.6880335742500144,1561.3064276953603,1.0,1560.3064276953603
82,True,FAIL_001578,CUST_0625,SUB_0625,2210.87,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.7011314956698211,1550.1105898315377,2.0,1548.1105898315377
83,True,FAIL_002234,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,normal,PAYMENT_LINK,0.6279404421750163,1539.7476406396704,3.0,1536.7476406396704
84,True,FAIL_002662,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8234580213340641,1534.621072298802,2.0,1532.621072298802
85,True,FAIL_000939,CUST_0380,SUB_0380,2093.21,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.718409495085489,1503.7819392078966,3.0,1500.7819392078966
86,True,FAIL_001176,CUST_0468,SUB_0468,1737.7,NETWORK_ERROR,friction_prone,RETRY_NOW,0.864463430406831,1502.1781030179504,2.0,1500.1781030179504
87,True,FAIL_000249,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.8783216197294043,1484.3020548293125,2.0,1482.3020548293125
88,True,FAIL_001405,CUST_0547,SUB_0547,2231.07,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6621324093360079,1477.2637544972872,2.0,1475.2637544972872
89,True,FAIL_001385,CUST_0540,SUB_0540,2023.63,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7265941972081038,1470.3578152962352,2.0,1468.3578152962352
90,True,FAIL_002025,CUST_0750,SUB_0750,1696.9,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8615904226744122,1462.03278823621,3.0,1459.03278823621
91,True,FAIL_000824,CUST_0336,SUB_0336,1661.44,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8604771042010272,1429.6310800037547,3.0,1426.6310800037547
92,True,FAIL_001009,CUST_0408,SUB_0408,1572.78,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8898116764346954,1399.47800846296,3.0,1396.47800846296
93,True,FAIL_001116,CUST_0444,SUB_0444,1927.55,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.7245994829383846,1396.7017333378833,3.0,1393.7017333378833
94,True,FAIL_002094,CUST_0780,SUB_0780,2075.84,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6655439530839772,1381.5627595698434,2.0,1379.5627595698434
95,True,FAIL_001136,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654
96,True,FAIL_001139,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654
97,True,FAIL_002277,CUST_0845,SUB_0845,1868.13,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7257644922301983,1355.8224208700003,2.0,1353.8224208700003
98,True,FAIL_001600,CUST_0628,SUB_0628,1735.47,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7797778560140879,1353.281075776769,2.0,1351.281075776769
99,True,FAIL_001551,CUST_0609,SUB_0609,1520.27,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8811736005105895,1339.6217896482335,3.0,1336.6217896482335
100,True,FAIL_001947,CUST_0731,SUB_0731,1784.87,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7441975645228347,1328.2959069898718,3.0,1325.2959069898718
101,False,FAIL_001134,CUST_0457,SUB_0457,1961.94,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6667806603820327,1308.1836488299252,2.0,1306.1836488299252
102,False,FAIL_000938,CUST_0380,SUB_0380,2093.21,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.6221332213887449,1302.2554803431349,3.0,1299.2554803431349
103,False,FAIL_000380,CUST_0151,SUB_0151,1459.65,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8889566946627802,1297.5656393645272,3.0,1294.5656393645272
104,False,FAIL_000159,CUST_0058,SUB_0058,1656.39,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.7823409794061938,1295.8617748786255,2.0,1293.8617748786255
105,False,FAIL_002783,CUST_0998,SUB_0998,1639.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7775216366622302,1274.4745907348947,2.0,1272.4745907348947
106,False,FAIL_002182,CUST_0810,SUB_0810,1736.57,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.722840391043417,1255.2629378742668,2.0,1253.2629378742668
107,False,FAIL_002398,CUST_0877,SUB_0877,1893.79,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.6587267653023018,1247.490160861846,3.0,1244.490160861846
108,False,FAIL_002106,CUST_0785,SUB_0785,1990.77,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6184748528074968,1231.2411827235803,3.0,1228.2411827235803
109,False,FAIL_001637,CUST_0638,SUB_0638,1633.25,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7514273769334102,1227.2687633764922,2.0,1225.2687633764922
110,False,FAIL_002142,CUST_0800,SUB_0800,1826.29,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6705685530411731,1224.652642733564,2.0,1222.652642733564
111,False,FAIL_001953,CUST_0732,SUB_0732,1339.11,NETWORK_ERROR,normal,RETRY_NOW,0.9096661088550289,1218.1429830288575,2.0,1216.1429830288575
112,False,FAIL_001171,CUST_0468,SUB_0468,1737.7,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6953076543279523,1208.2361109256826,2.0,1206.2361109256826
113,False,FAIL_001186,CUST_0468,SUB_0468,1737.7,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6953076543279523,1208.2361109256826,2.0,1206.2361109256826
114,False,FAIL_000157,CUST_0058,SUB_0058,1656.39,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.7267214701493003,1203.7341759405997,2.0,1201.7341759405997
115,False,FAIL_001163,CUST_0462,SUB_0462,1399.49,NETWORK_ERROR,friction_prone,RETRY_NOW,0.844860944831416,1182.3744436821185,2.0,1180.3744436821185
116,False,FAIL_001093,CUST_0437,SUB_0437,1516.92,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.7714422987641244,1170.2162518412756,3.0,1167.2162518412756
117,False,FAIL_000732,CUST_0303,SUB_0303,1311.68,NETWORK_ERROR,normal,RETRY_NOW,0.8891880652013973,1166.3302013633688,2.0,1164.3302013633688
118,False,FAIL_002120,CUST_0788,SUB_0788,1672.99,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.6935029367063205,1160.2234780803071,2.0,1158.2234780803071
119,False,FAIL_001433,CUST_0556,SUB_0556,1271.26,NETWORK_ERROR,friction_prone,RETRY_NOW,0.9079008268011226,1154.1780050791951,2.0,1152.1780050791951
120,False,FAIL_002200,CUST_0819,SUB_0819,1986.45,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.5807508526408549,1153.6325312284262,2.0,1151.6325312284262
121,False,FAIL_000291,CUST_0117,SUB_0117,1714.93,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6709980926243706,1150.714758984312,2.0,1148.714758984312
122,False,FAIL_002176,CUST_0810,SUB_0810,1736.57,LIMIT_EXCEEDED,friction_prone,UPDATE_PAYMENT_METHOD,0.6616383015236214,1148.9812252768752,3.0,1145.9812252768752
123,False,FAIL_002087,CUST_0778,SUB_0778,1859.33,BANK_DECLINED,normal,WAIT_AND_RETRY,0.6138363788196151,1141.324394230675,2.0,1139.324394230675
124,False,FAIL_001733,CUST_0668,SUB_0668,1279.62,CARD_EXPIRED,reliable,UPDATE_PAYMENT_METHOD,0.8924083987000355,1141.9436351445393,3.0,1138.9436351445393
125,False,FAIL_001945,CUST_0731,SUB_0731,1784.87,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6396081324338634,1141.6173673372298,3.0,1138.6173673372298
126,False,FAIL_001755,CUST_0679,SUB_0679,1699.94,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.6702352608601078,1139.3597293465316,2.0,1137.3597293465316
127,False,FAIL_000654,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,PAYMENT_LINK,0.6506566116763145,1132.0579189572693,3.0,1129.0579189572693
128,False,FAIL_000656,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,PAYMENT_LINK,0.6506566116763145,1132.0579189572693,3.0,1129.0579189572693
129,False,FAIL_001345,CUST_0523,SUB_0523,1492.87,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.750044603852642,1119.7190877534936,3.0,1116.7190877534936
130,False,FAIL_002071,CUST_0769,SUB_0769,1716.97,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6426031932999232,1103.3304048001692,2.0,1101.3304048001692
131,False,FAIL_001532,CUST_0599,SUB_0599,1262.66,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.8671760421226268,1094.948501346556,3.0,1091.948501346556
132,False,FAIL_000516,CUST_0207,SUB_0207,1213.6,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8945000537304262,1085.5652652072451,3.0,1082.5652652072451
133,False,FAIL_001698,CUST_0651,SUB_0651,1314.12,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.8248070716826229,1083.8954690395683,2.0,1081.8954690395683
134,False,FAIL_001567,CUST_0623,SUB_0623,1621.46,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6680307175722031,1083.1850873146243,3.0,1080.1850873146243
135,False,FAIL_001573,CUST_0623,SUB_0623,1621.46,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6680307175722031,1083.1850873146243,3.0,1080.1850873146243
136,False,FAIL_000293,CUST_0117,SUB_0117,1714.93,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6273877108930873,1075.9260070418825,3.0,1072.9260070418825
137,False,FAIL_000567,CUST_0222,SUB_0222,1605.38,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6693718557757695,1074.596189825305,2.0,1072.596189825305
138,False,FAIL_002773,CUST_0995,SUB_0995,1739.2,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6077689926789099,1057.0318320671602,3.0,1054.0318320671602
139,False,FAIL_002070,CUST_0766,SUB_0766,1882.53,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.5574744262472652,1049.4623316432642,3.0,1046.4623316432642
140,False,FAIL_000015,CUST_0011,SUB_0011,1603.39,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6520625123349483,1045.5105116527327,2.0,1043.5105116527327
141,False,FAIL_002068,CUST_0766,SUB_0766,1882.53,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5522110421926779,1039.553853258982,2.0,1037.553853258982
142,False,FAIL_000882,CUST_0361,SUB_0361,1451.55,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7114543081060494,1032.711500931336,2.0,1030.711500931336
143,False,FAIL_000653,CUST_0262,SUB_0262,1739.87,LIMIT_EXCEEDED,reliable,SEND_REMINDER,0.5874164888914143,1022.0283265275048,1.0,1021.0283265275048
144,False,FAIL_000379,CUST_0151,SUB_0151,1459.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6904656821115963,1007.8382328941916,2.0,1005.8382328941916
145,False,FAIL_001761,CUST_0680,SUB_0680,1595.24,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6320193428450743,1008.2225364801764,3.0,1005.2225364801764
146,False,FAIL_001766,CUST_0680,SUB_0680,1595.24,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6320193428450743,1008.2225364801764,3.0,1005.2225364801764
147,False,FAIL_000014,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.6276400448577801,1006.3517715245162,3.0,1003.3517715245162
148,False,FAIL_002443,CUST_0889,SUB_0889,1368.01,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.732553265186792,1002.1401923081831,3.0,999.1401923081831
149,False,FAIL_001155,CUST_0461,SUB_0461,1652.19,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.5995241239657665,990.5277623749996,3.0,987.5277623749996
