execution_id,execution_timestamp,decision_id,portfolio_rank,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,policy_result,policy_reason,policy_checks,execution_result,execution_status,execution_reason
EXE_000011_0EA1E578,2026-09-02T04:31:44.786104+00:00,DEC_000011,11,FAIL_000445,CUST_0169,SUB_0169,14872.16,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7911660629728501,11766.348275102302,3.0,11763.348275102302,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000012_F9A01720,2026-09-02T04:31:44.786104+00:00,DEC_000012,12,FAIL_000448,CUST_0171,SUB_0171,14917.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7779407093694058,11604.541561663427,3.0,11601.541561663427,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000013_518D7A7E,2026-09-02T04:31:44.786104+00:00,DEC_000013,13,FAIL_001267,CUST_0487,SUB_0487,15000.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7505074661354796,11257.611992032194,3.0,11254.611992032194,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000014_FF3A2F37,2026-09-02T04:31:44.786104+00:00,DEC_000014,14,FAIL_002438,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7120931947275058,10676.484477868968,2.0,10674.484477868968,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000015_B66D61FE,2026-09-02T04:31:44.786104+00:00,DEC_000015,15,FAIL_002441,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7120931947275058,10676.484477868968,2.0,10674.484477868968,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000016_7B225FEF,2026-09-02T04:31:44.787103+00:00,DEC_000016,16,FAIL_000543,CUST_0214,SUB_0214,12636.68,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.8325255972790981,10520.359564624834,2.0,10518.359564624834,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000017_FEF9ED77,2026-09-02T04:31:44.787103+00:00,DEC_000017,17,FAIL_000323,CUST_0128,SUB_0128,14456.27,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7198132172981075,10405.814218830114,3.0,10402.814218830114,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000018_654D8B98,2026-09-02T04:31:44.787103+00:00,DEC_000018,18,FAIL_000172,CUST_0070,SUB_0070,11107.73,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9187893554892383,10205.664087648478,2.0,10203.664087648478,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000019_9AE3ADA3,2026-09-02T04:31:44.787103+00:00,DEC_000019,19,FAIL_000318,CUST_0125,SUB_0125,10848.47,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9062040425790188,9830.927369797206,2.0,9828.927369797206,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000020_F855AD77,2026-09-02T04:31:44.787103+00:00,DEC_000020,20,FAIL_001553,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000021_4DCB66ED,2026-09-02T04:31:44.787103+00:00,DEC_000021,21,FAIL_001555,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000022_7234DC5A,2026-09-02T04:31:44.787103+00:00,DEC_000022,22,FAIL_001557,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000023_DC5E8189,2026-09-02T04:31:44.787103+00:00,DEC_000023,23,FAIL_001530,CUST_0597,SUB_0597,12778.74,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.73913010407715,9445.15142617484,3.0,9442.15142617484,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000024_756CA0AE,2026-09-02T04:31:44.787103+00:00,DEC_000024,24,FAIL_000837,CUST_0348,SUB_0348,10125.65,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8931481474001279,9043.705538722104,2.0,9041.705538722104,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000025_37053AE6,2026-09-02T04:31:44.788102+00:00,DEC_000025,25,FAIL_000242,CUST_0103,SUB_0103,10145.96,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8762212271739539,8890.10552205785,2.0,8888.10552205785,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000026_0CA4E621,2026-09-02T04:31:44.788102+00:00,DEC_000026,26,FAIL_001621,CUST_0635,SUB_0635,13569.88,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.6257200245772141,8490.945647109846,3.0,8487.945647109846,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000027_18C5C2A4,2026-09-02T04:31:44.788102+00:00,DEC_000027,27,FAIL_002695,CUST_0967,SUB_0967,10771.74,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.7661192547488221,8252.437421148077,2.0,8250.437421148077,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000028_EE5B5D66,2026-09-02T04:31:44.788102+00:00,DEC_000028,28,FAIL_000575,CUST_0227,SUB_0227,9730.73,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8415486601585237,8188.882793864351,3.0,8185.882793864351,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000029_CED36764,2026-09-02T04:31:44.788102+00:00,DEC_000029,29,FAIL_000542,CUST_0214,SUB_0214,12636.68,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.6262659914794235,7913.922929208202,3.0,7910.922929208202,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000030_FE7C4C3A,2026-09-02T04:31:44.788102+00:00,DEC_000030,30,FAIL_001373,CUST_0535,SUB_0535,11601.39,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.6718193588849363,7794.038391974111,2.0,7792.038391974111,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000031_645D0246,2026-09-02T04:31:44.788102+00:00,DEC_000031,31,FAIL_001272,CUST_0489,SUB_0489,8583.5,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9053226377459116,7770.836861092031,2.0,7768.836861092031,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000032_09E7A8B8,2026-09-02T04:31:44.788102+00:00,DEC_000032,32,FAIL_002339,CUST_0863,SUB_0863,9301.15,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.8274778970121329,7696.496041794399,3.0,7693.496041794399,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000033_D3DEB3A6,2026-09-02T04:31:44.788102+00:00,DEC_000033,33,FAIL_000087,CUST_0032,SUB_0032,10611.56,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7197579988945391,7637.755190749334,3.0,7634.755190749334,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000034_7897DDAA,2026-09-02T04:31:44.789108+00:00,DEC_000034,34,FAIL_001718,CUST_0662,SUB_0662,8298.83,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8979315801311331,7451.781535139651,2.0,7449.781535139651,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000035_B18A8028,2026-09-02T04:31:44.789108+00:00,DEC_000035,35,FAIL_002215,CUST_0825,SUB_0825,8971.98,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8276411930749904,7425.580231444952,3.0,7422.580231444952,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000036_C929089C,2026-09-02T04:31:44.789108+00:00,DEC_000036,36,FAIL_000419,CUST_0161,SUB_0161,9716.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7622497895677913,7406.339100352279,3.0,7403.339100352279,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000037_029987FF,2026-09-02T04:31:44.789108+00:00,DEC_000037,37,FAIL_001456,CUST_0572,SUB_0572,12441.81,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.5775189153601017,7185.380616316466,3.0,7182.380616316466,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000038_4704583A,2026-09-02T04:31:44.789108+00:00,DEC_000038,38,FAIL_000834,CUST_0348,SUB_0348,10125.65,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.6919986758112654,7006.936391728339,3.0,7003.936391728339,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000039_3EB65634,2026-09-02T04:31:44.789108+00:00,DEC_000039,39,FAIL_000097,CUST_0037,SUB_0037,9606.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7167137909072376,6885.053695247106,3.0,6882.053695247106,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000040_68C4FD48,2026-09-02T04:31:44.789108+00:00,DEC_000040,40,FAIL_002436,CUST_0887,SUB_0887,8464.41,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.8097832181648478,6854.337169666719,3.0,6851.337169666719,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000041_096D75C1,2026-09-02T04:31:44.789108+00:00,DEC_000041,41,FAIL_001361,CUST_0532,SUB_0532,8636.92,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.7843994867912768,6774.795615457315,3.0,6771.795615457315,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000042_4D20DB4D,2026-09-02T04:31:44.789108+00:00,DEC_000042,42,FAIL_000007,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.5779330352047651,6689.447737227411,3.0,6686.447737227411,HUMAN,High-value recovery opportunity does not meet the confidence threshold for autonomous execution.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | REVIEW: high-value case requires confidence review,HUMAN_ESCALATION,NOT_AUTONOMOUSLY_EXECUTED,Policy requires human review before recovery execution.
EXE_000043_4DCB5115,2026-09-02T04:31:44.790101+00:00,DEC_000043,43,FAIL_002197,CUST_0816,SUB_0816,9124.45,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7120731237596143,6497.275614088413,3.0,6494.275614088413,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000044_C4EA89B1,2026-09-02T04:31:44.790101+00:00,DEC_000044,44,FAIL_000726,CUST_0299,SUB_0299,8559.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7471198776136792,6394.912822844078,3.0,6391.912822844078,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000045_E96E296B,2026-09-02T04:31:44.790101+00:00,DEC_000045,45,FAIL_000865,CUST_0356,SUB_0356,8418.6,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7589637588232157,6389.412300029124,2.0,6387.412300029124,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000046_3BD76008,2026-09-02T04:31:44.790101+00:00,DEC_000046,46,FAIL_001719,CUST_0662,SUB_0662,8298.83,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7318351985149965,6073.375900492208,3.0,6070.375900492208,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
EXE_000047_F5B4A854,2026-09-02T04:31:44.790101+00:00,DEC_000047,47,FAIL_000996,CUST_0400,SUB_0400,7063.31,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.856704034151391,6051.166171461861,3.0,6048.166171461861,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.
