failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery
FAIL_000040,CUST_0020,SUB_0020,641.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6883120988041177,441.3938996001165,2.0,439.3938996001165
FAIL_000048,CUST_0021,SUB_0021,7397.62,BANK_DECLINED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.5854985057169223,4331.295455861618,3.0,4328.295455861618
FAIL_000061,CUST_0023,SUB_0023,1192.85,LIMIT_EXCEEDED,normal,PAYMENT_LINK,0.7611993744744467,907.9966738418437,3.0,904.9966738418437
FAIL_000080,CUST_0026,SUB_0026,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.82757160841332,12413.574126199801,3.0,12410.574126199801
FAIL_000087,CUST_0032,SUB_0032,10611.56,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7197579988945391,7637.755190749334,3.0,7634.755190749334
FAIL_000097,CUST_0037,SUB_0037,9606.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7167137909072376,6885.053695247106,3.0,6882.053695247106
FAIL_000101,CUST_0038,SUB_0038,1015.59,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7143308702220145,725.4672884887757,2.0,723.4672884887757
FAIL_000102,CUST_0039,SUB_0039,13129.92,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.9393343900260961,12333.38539429144,3.0,12330.38539429144
FAIL_000103,CUST_0039,SUB_0039,13129.92,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.9393343900260961,12333.38539429144,3.0,12330.38539429144
FAIL_000109,CUST_0044,SUB_0044,781.5,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.7231824252139785,565.1670653047241,2.0,563.1670653047241
FAIL_000114,CUST_0046,SUB_0046,405.71,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6796251169994972,275.730706217866,2.0,273.730706217866
FAIL_000123,CUST_0047,SUB_0047,1330.55,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.7311473668324994,972.828128938982,3.0,969.828128938982
FAIL_000129,CUST_0051,SUB_0051,706.77,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.7830018425821569,553.402212281791,3.0,550.402212281791
FAIL_000131,CUST_0051,SUB_0051,706.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6116944961749822,432.32731906159216,2.0,430.32731906159216
FAIL_000132,CUST_0051,SUB_0051,706.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6116944961749822,432.32731906159216,2.0,430.32731906159216
FAIL_000148,CUST_0053,SUB_0053,619.66,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8418402002924584,521.6546985132247,3.0,518.6546985132247
FAIL_000157,CUST_0058,SUB_0058,1656.39,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.7267214701493003,1203.7341759405997,2.0,1201.7341759405997
FAIL_000159,CUST_0058,SUB_0058,1656.39,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.7823409794061938,1295.8617748786255,2.0,1293.8617748786255
FAIL_000163,CUST_0062,SUB_0062,438.99,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8171005899026652,358.698987961371,2.0,356.698987961371
FAIL_000164,CUST_0063,SUB_0063,961.34,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.7907478371519202,760.177525767627,3.0,757.177525767627
FAIL_000172,CUST_0070,SUB_0070,11107.73,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9187893554892385,10205.664087648478,2.0,10203.664087648478
FAIL_000178,CUST_0073,SUB_0073,1637.14,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5471631538645546,895.782685717817,2.0,893.782685717817
FAIL_000181,CUST_0074,SUB_0074,756.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7599445006388282,574.9664097383311,3.0,571.9664097383311
FAIL_000182,CUST_0074,SUB_0074,756.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7599445006388282,574.9664097383311,3.0,571.9664097383311
FAIL_000188,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7631755891241059,2042.845521699733,3.0,2039.845521699733
FAIL_000190,CUST_0082,SUB_0082,622.31,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.5055211044545825,314.59083851313125,2.0,312.59083851313125
FAIL_000193,CUST_0083,SUB_0083,1152.82,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6201467788848793,714.9176096340666,2.0,712.9176096340666
FAIL_000206,CUST_0093,SUB_0093,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7093490612678927,236.8942125010254,2.0,234.8942125010254
FAIL_000208,CUST_0093,SUB_0093,333.96,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7093490612678927,236.8942125010254,2.0,234.8942125010254
FAIL_000209,CUST_0093,SUB_0093,333.96,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.5958273079065726,198.98248774847897,2.0,196.98248774847897
FAIL_000222,CUST_0096,SUB_0096,722.92,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.583529777303682,421.8453466083778,3.0,418.8453466083778
FAIL_000230,CUST_0098,SUB_0098,1282.95,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7532032565847633,966.3221180354221,3.0,963.3221180354221
FAIL_000233,CUST_0101,SUB_0101,247.97,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.8696857162504463,215.65596705862316,2.0,213.65596705862316
FAIL_000235,CUST_0101,SUB_0101,247.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8130708918035815,201.6171890405341,2.0,199.6171890405341
FAIL_000238,CUST_0101,SUB_0101,247.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8130708918035815,201.6171890405341,2.0,199.6171890405341
FAIL_000240,CUST_0101,SUB_0101,247.97,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.8696857162504463,215.65596705862316,2.0,213.65596705862316
FAIL_000241,CUST_0102,SUB_0102,689.76,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.8114728057168845,559.7214824712783,2.0,557.7214824712783
FAIL_000242,CUST_0103,SUB_0103,10145.96,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8762212271739539,8890.10552205785,2.0,8888.10552205785
FAIL_000249,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.8783216197294043,1484.3020548293123,2.0,1482.3020548293123
FAIL_000250,CUST_0108,SUB_0108,200.0,INSUFFICIENT_FUNDS,friction_prone,PAYMENT_LINK,0.6972792818488789,139.45585636977577,3.0,136.45585636977577
FAIL_000261,CUST_0110,SUB_0110,697.76,AUTHENTICATION_FAILED,normal,UPDATE_PAYMENT_METHOD,0.7672893401573119,535.3838099881659,3.0,532.3838099881659
FAIL_000263,CUST_0110,SUB_0110,697.76,BANK_DECLINED,normal,WAIT_AND_RETRY,0.5901111629290691,411.7559650453872,2.0,409.7559650453872
FAIL_000272,CUST_0112,SUB_0112,553.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6183113460751026,342.40227411600955,2.0,340.40227411600955
FAIL_000277,CUST_0112,SUB_0112,553.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6183113460751026,342.40227411600955,2.0,340.40227411600955
FAIL_000279,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7556416398542043,245.26616346387763,2.0,243.26616346387763
FAIL_000281,CUST_0113,SUB_0113,324.58,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7790644406280437,252.8687361390504,3.0,249.8687361390504
FAIL_000282,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7556416398542043,245.26616346387763,2.0,243.26616346387763
FAIL_000284,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7556416398542043,245.26616346387763,2.0,243.26616346387763
FAIL_000285,CUST_0113,SUB_0113,324.58,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.644975817192426,209.34625074431764,2.0,207.34625074431764
FAIL_000287,CUST_0113,SUB_0113,324.58,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.5323184013032052,172.77990669499434,3.0,169.77990669499434
FAIL_000291,CUST_0117,SUB_0117,1714.93,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6709980926243706,1150.7147589843119,2.0,1148.7147589843119
FAIL_000293,CUST_0117,SUB_0117,1714.93,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.6273877108930873,1075.9260070418823,3.0,1072.9260070418823
FAIL_000298,CUST_0119,SUB_0119,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8333248119597095,12499.872179395643,3.0,12496.872179395643
FAIL_000299,CUST_0119,SUB_0119,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8333248119597095,12499.872179395643,3.0,12496.872179395643
FAIL_000301,CUST_0119,SUB_0119,15000.0,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.9205904462703751,13808.856694055627,3.0,13805.856694055627
FAIL_000309,CUST_0121,SUB_0121,746.25,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.8126144236401572,606.4135136414674,3.0,603.4135136414674
FAIL_000318,CUST_0125,SUB_0125,10848.47,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9062040425790187,9830.927369797206,2.0,9828.927369797206
FAIL_000323,CUST_0128,SUB_0128,14456.27,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7198132172981075,10405.814218830114,3.0,10402.814218830114
FAIL_000327,CUST_0130,SUB_0130,785.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7909180849999474,621.0763354270587,2.0,619.0763354270587
FAIL_000329,CUST_0130,SUB_0130,785.26,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8693051542923714,682.6305654596276,3.0,679.6305654596276
FAIL_000336,CUST_0131,SUB_0131,569.52,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.6697173575277185,381.4174294591863,3.0,378.4174294591863
FAIL_000348,CUST_0135,SUB_0135,771.04,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6920090176293247,533.5666329529145,2.0,531.5666329529145
FAIL_000351,CUST_0136,SUB_0136,671.28,LIMIT_EXCEEDED,low_engagement,PAYMENT_LINK,0.5592915113043384,375.4412057083763,3.0,372.4412057083763
FAIL_000357,CUST_0138,SUB_0138,1037.22,LIMIT_EXCEEDED,reliable,PAYMENT_LINK,0.6585448104561029,683.0558483012791,3.0,680.0558483012791
FAIL_000373,CUST_0145,SUB_0145,1162.18,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7638340679265763,887.7126770629085,3.0,884.7126770629085
FAIL_000379,CUST_0151,SUB_0151,1459.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6904656821115963,1007.8382328941916,2.0,1005.8382328941916
FAIL_000380,CUST_0151,SUB_0151,1459.65,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8889566946627802,1297.5656393645272,3.0,1294.5656393645272
FAIL_000383,CUST_0152,SUB_0152,979.43,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.775318792334142,759.3704847758287,2.0,757.3704847758287
FAIL_000384,CUST_0154,SUB_0154,413.01,BANK_DECLINED,reliable,PAYMENT_LINK,0.7285041355240037,300.87949301276876,3.0,297.87949301276876
FAIL_000387,CUST_0155,SUB_0155,663.98,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6854560017425998,455.12907603705145,2.0,453.12907603705145
FAIL_000397,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6443511745187043,635.008082488183,2.0,633.008082488183
FAIL_000398,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6443511745187043,635.008082488183,2.0,633.008082488183
FAIL_000402,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.742077352232531,731.3172306251594,2.0,729.3172306251594
FAIL_000404,CUST_0156,SUB_0156,985.5,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.7622368581891814,751.1844237454383,3.0,748.1844237454383
FAIL_000410,CUST_0156,SUB_0156,985.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.742077352232531,731.3172306251594,2.0,729.3172306251594
FAIL_000414,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7716332634123798,1923.1415824026744,2.0,1921.1415824026744
FAIL_000419,CUST_0161,SUB_0161,9716.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7622497895677913,7406.339100352279,3.0,7403.339100352279
FAIL_000420,CUST_0162,SUB_0162,293.46,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7599863296170062,223.0255882894066,2.0,221.0255882894066
FAIL_000422,CUST_0162,SUB_0162,293.46,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8609921185157476,252.6667470996313,3.0,249.6667470996313
FAIL_000425,CUST_0162,SUB_0162,293.46,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.5823169920264292,170.8867444800759,2.0,168.8867444800759
FAIL_000436,CUST_0168,SUB_0168,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7485906380057091,901.5426771630356,2.0,899.5426771630356
FAIL_000437,CUST_0168,SUB_0168,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7485906380057091,901.5426771630356,2.0,899.5426771630356
FAIL_000439,CUST_0168,SUB_0168,1204.32,BANK_DECLINED,normal,PAYMENT_LINK,0.5986973801248281,721.0232288319329,3.0,718.0232288319329
FAIL_000443,CUST_0169,SUB_0169,14872.16,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.9042269937480303,13447.808527339706,2.0,13445.808527339706
FAIL_000445,CUST_0169,SUB_0169,14872.16,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7911660629728501,11766.348275102302,3.0,11763.348275102302
FAIL_000448,CUST_0171,SUB_0171,14917.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7779407093694058,11604.541561663427,3.0,11601.541561663427
FAIL_000450,CUST_0171,SUB_0171,14917.0,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.9224601742413323,13760.338419157953,2.0,13758.338419157953
FAIL_000457,CUST_0173,SUB_0173,655.36,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7895956187736615,517.4693847195068,3.0,514.4693847195068
FAIL_000459,CUST_0174,SUB_0174,623.9,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7187636924402143,448.4366677134497,3.0,445.4366677134497
FAIL_000470,CUST_0180,SUB_0180,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7446514398295049,872.7091479369849,2.0,870.7091479369849
FAIL_000473,CUST_0180,SUB_0180,1171.97,BANK_DECLINED,normal,PAYMENT_LINK,0.6053264796916682,709.4244744042444,3.0,706.4244744042444
FAIL_000474,CUST_0180,SUB_0180,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7446514398295049,872.7091479369849,2.0,870.7091479369849
FAIL_000492,CUST_0188,SUB_0188,221.49,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8209126989428588,181.8239536888538,2.0,179.8239536888538
FAIL_000496,CUST_0188,SUB_0188,221.49,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.7684800425828328,170.21064463167164,3.0,167.21064463167164
FAIL_000498,CUST_0192,SUB_0192,378.71,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7959215838332814,301.423463013502,2.0,299.423463013502
FAIL_000511,CUST_0202,SUB_0202,324.57,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7709221857731842,250.21821383640238,2.0,248.21821383640238
FAIL_000512,CUST_0204,SUB_0204,213.4,BANK_DECLINED,low_engagement,PAYMENT_LINK,0.49328976437499183,105.26803571762326,3.0,102.26803571762326
FAIL_000516,CUST_0207,SUB_0207,1213.6,CARD_EXPIRED,friction_prone,UPDATE_PAYMENT_METHOD,0.8945000537304262,1085.5652652072451,3.0,1082.5652652072451
FAIL_000522,CUST_0210,SUB_0210,799.69,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.7879390134632247,630.1069496764062,2.0,628.1069496764062
FAIL_000523,CUST_0211,SUB_0211,1170.85,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.6375390283370618,746.4625713284487,2.0,744.4625713284487
FAIL_000526,CUST_0211,SUB_0211,1170.85,NETWORK_ERROR,friction_prone,RETRY_NOW,0.7636547035777856,894.1251096840502,2.0,892.1251096840502
FAIL_000536,CUST_0212,SUB_0212,404.59,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8242726677569631,333.49247864778965,3.0,330.49247864778965
FAIL_000537,CUST_0212,SUB_0212,404.59,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7434005082028333,300.7724116137843,2.0,298.7724116137843
FAIL_000542,CUST_0214,SUB_0214,12636.68,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.6262659914794235,7913.922929208202,3.0,7910.922929208202
FAIL_000543,CUST_0214,SUB_0214,12636.68,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.8325255972790981,10520.359564624834,2.0,10518.359564624834
FAIL_000547,CUST_0215,SUB_0215,7312.97,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7381463121643156,5398.0418364682755,3.0,5395.0418364682755
FAIL_000551,CUST_0217,SUB_0217,437.85,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.885147902540739,387.5620091274626,3.0,384.5620091274626
FAIL_000567,CUST_0222,SUB_0222,1605.38,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6693718557757695,1074.596189825305,2.0,1072.596189825305
FAIL_000572,CUST_0224,SUB_0224,1274.95,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.6116921997450196,779.8769700649128,2.0,777.8769700649128
FAIL_000575,CUST_0227,SUB_0227,9730.73,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8415486601585237,8188.882793864351,3.0,8185.882793864351
FAIL_000586,CUST_0234,SUB_0234,992.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.6945143853479722,689.0624474229905,2.0,687.0624474229905
FAIL_000604,CUST_0242,SUB_0242,408.16,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.8985310691537428,366.7444411857917,3.0,363.7444411857917
FAIL_000605,CUST_0243,SUB_0243,928.54,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8856481148752005,822.3597005862187,2.0,820.3597005862187
FAIL_000607,CUST_0243,SUB_0243,928.54,BANK_DECLINED,friction_prone,PAYMENT_LINK,0.5704579313625435,529.6930075873761,3.0,526.6930075873761
FAIL_000611,CUST_0244,SUB_0244,1067.83,NETWORK_ERROR,normal,RETRY_NOW,0.8658709618785287,924.6029892227493,2.0,922.6029892227493
FAIL_000627,CUST_0248,SUB_0248,200.0,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.6691197370286491,133.82394740572983,2.0,131.82394740572983
FAIL_000634,CUST_0252,SUB_0252,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7027986157376762,428.21519656896606,2.0,426.21519656896606
FAIL_000635,CUST_0252,SUB_0252,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7027986157376762,428.21519656896606,2.0,426.21519656896606
FAIL_000637,CUST_0252,SUB_0252,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7027986157376762,428.21519656896606,2.0,426.21519656896606
FAIL_000645,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,618.4877724598149,3.0,615.4877724598149
FAIL_000647,CUST_0255,SUB_0255,893.84,AUTHENTICATION_FAILED,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,618.4877724598149,3.0,615.4877724598149
FAIL_000648,CUST_0255,SUB_0255,893.84,NETWORK_ERROR,low_engagement,RETRY_NOW,0.905471362186985,809.3465223772147,2.0,807.3465223772147
FAIL_000652,CUST_0261,SUB_0261,768.63,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7580673699770107,582.6733225854298,2.0,580.6733225854298
FAIL_000653,CUST_0262,SUB_0262,1739.87,LIMIT_EXCEEDED,reliable,SEND_REMINDER,0.5874164888914143,1022.0283265275049,1.0,1021.0283265275049
FAIL_000654,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,PAYMENT_LINK,0.6506566116763145,1132.0579189572693,3.0,1129.0579189572693
FAIL_000656,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,PAYMENT_LINK,0.6506566116763145,1132.0579189572693,3.0,1129.0579189572693
FAIL_000662,CUST_0268,SUB_0268,648.75,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7711522797628496,500.28504149614866,2.0,498.28504149614866
FAIL_000666,CUST_0269,SUB_0269,1477.76,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5986960138268409,884.7290213927524,2.0,882.7290213927524
FAIL_000667,CUST_0270,SUB_0270,462.89,NETWORK_ERROR,friction_prone,RETRY_NOW,0.9348966027253003,432.75428843551424,2.0,430.75428843551424
FAIL_000670,CUST_0276,SUB_0276,382.33,BANK_DECLINED,low_engagement,PAYMENT_LINK,0.5648223373569844,215.94852424169582,3.0,212.94852424169582
FAIL_000675,CUST_0277,SUB_0277,470.05,NETWORK_ERROR,low_engagement,RETRY_NOW,0.8060358909000528,378.8771705175698,2.0,376.8771705175698
FAIL_000677,CUST_0277,SUB_0277,470.05,CARD_EXPIRED,low_engagement,UPDATE_PAYMENT_METHOD,0.797548616899462,374.8877273735921,3.0,371.8877273735921
FAIL_000682,CUST_0277,SUB_0277,470.05,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7032151599004376,330.5462859112007,2.0,328.5462859112007
FAIL_000696,CUST_0281,SUB_0281,913.36,NETWORK_ERROR,normal,RETRY_NOW,0.8641290189415013,789.2608807404097,2.0,787.2608807404097
FAIL_000701,CUST_0285,SUB_0285,472.43,NETWORK_ERROR,normal,RETRY_NOW,0.9020773375091571,426.1683965594511,2.0,424.1683965594511
FAIL_000713,CUST_0291,SUB_0291,1068.05,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.6254776360561708,668.0413891897932,3.0,665.0413891897932
FAIL_000721,CUST_0298,SUB_0298,706.23,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.6939987076624857,490.1227073124773,2.0,488.1227073124773
FAIL_000726,CUST_0299,SUB_0299,8559.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7471198776136792,6394.912822844078,3.0,6391.912822844078
FAIL_000732,CUST_0303,SUB_0303,1311.68,NETWORK_ERROR,normal,RETRY_NOW,0.8891880652013973,1166.3302013633688,2.0,1164.3302013633688
FAIL_000735,CUST_0303,SUB_0303,1311.68,BANK_DECLINED,normal,WAIT_AND_RETRY,0.5777106652480001,757.7715253924968,2.0,755.7715253924968
FAIL_000752,CUST_0307,SUB_0307,2288.88,LIMIT_EXCEEDED,friction_prone,PAYMENT_LINK,0.7183532571740653,1644.2244032805747,3.0,1641.2244032805747
FAIL_000762,CUST_0312,SUB_0312,13871.79,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.8797088683614944,12203.136683048295,2.0,12201.136683048295
FAIL_000778,CUST_0322,SUB_0322,676.83,AUTHENTICATION_FAILED,friction_prone,UPDATE_PAYMENT_METHOD,0.7256385574193723,491.1339448181538,3.0,488.1339448181538
FAIL_000779,CUST_0322,SUB_0322,676.83,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.5793857055277101,392.14562707232005,2.0,390.14562707232005
FAIL_000780,CUST_0323,SUB_0323,262.8,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.8234499902973302,216.4026574501384,2.0,214.4026574501384
FAIL_000785,CUST_0325,SUB_0325,726.01,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.7633119248827371,554.172090584116,2.0,552.172090584116
