failure_id,payment_id,customer_id,subscription_id,amount,payment_date,failure_reason,failure_category,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,failure_ratio,payment_reliability,plan,monthly_subscription_value,billing_interval,candidate_action,estimated_recovery_probability,intervention_cost,expected_gross_recovery,expected_net_recovery,rank
FAIL_000039,PAY_000221,CUST_0019,SUB_0019,2269.23,2025-12-14,AUTHENTICATION_FAILED,CUSTOMER_ACTION,499,15,1,16,0.9375,0.8,0.85,reliable,0.0625,0.9375,starter,2269.23,monthly,SEND_REMINDER,0.6880335742500144,1.0,1561.3064276953603,1560.3064276953603,1
FAIL_000040,PAY_000230,CUST_0020,SUB_0020,641.27,2024-01-19,BANK_DECLINED,ISSUER_DECLINE,984,23,9,32,0.7188,0.35,0.45,friction_prone,0.2812,0.7188,pro,641.27,monthly,WAIT_AND_RETRY,0.6883120988041177,2.0,441.3938996001165,439.3938996001165,1
FAIL_000048,PAY_000262,CUST_0021,SUB_0021,7397.62,2026-04-22,BANK_DECLINED,ISSUER_DECLINE,160,3,2,5,0.6,0.82,0.9,high_value_loyal,0.4,0.6,pro,7397.62,monthly,UPDATE_PAYMENT_METHOD,0.5854985057169223,3.0,4331.295455861618,4328.295455861618,1
FAIL_000061,PAY_000301,CUST_0023,SUB_0023,1192.85,2025-03-12,LIMIT_EXCEEDED,PAYMENT_LIMIT,866,22,6,28,0.7857,0.6,0.6,normal,0.2143,0.7857,pro,1192.85,monthly,PAYMENT_LINK,0.7611993744744466,3.0,907.9966738418436,904.9966738418436,1
FAIL_000080,PAY_000353,CUST_0026,SUB_0026,15000.0,2026-04-29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,723,22,2,24,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,pro,15000.0,monthly,PAYMENT_LINK,0.8275716084133199,3.0,12413.5741261998,12410.5741261998,1
FAIL_000087,PAY_000444,CUST_0032,SUB_0032,10611.56,2025-09-29,LIMIT_EXCEEDED,PAYMENT_LIMIT,365,11,1,12,0.9167,0.82,0.9,high_value_loyal,0.0833,0.9167,growth,10611.56,monthly,UPDATE_PAYMENT_METHOD,0.7197579988945392,3.0,7637.755190749336,7634.755190749336,1
FAIL_000097,PAY_000558,CUST_0037,SUB_0037,9606.42,2026-07-30,LIMIT_EXCEEDED,PAYMENT_LIMIT,841,25,3,28,0.8929,0.82,0.9,high_value_loyal,0.1071,0.8929,pro,9606.42,monthly,PAYMENT_LINK,0.7167137909072376,3.0,6885.053695247106,6882.053695247106,1
FAIL_000101,PAY_000568,CUST_0038,SUB_0038,1015.59,2026-06-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,339,8,3,11,0.7273,0.6,0.6,normal,0.2727,0.7273,starter,1015.59,monthly,WAIT_AND_RETRY,0.7143308702220145,2.0,725.4672884887757,723.4672884887757,1
FAIL_000102,PAY_000574,CUST_0039,SUB_0039,13129.92,2025-09-03,CARD_EXPIRED,PAYMENT_METHOD,481,14,2,16,0.875,0.82,0.9,high_value_loyal,0.125,0.875,pro,13129.92,monthly,UPDATE_PAYMENT_METHOD,0.9393343900260961,3.0,12333.38539429144,12330.38539429144,1
FAIL_000103,PAY_000585,CUST_0039,SUB_0039,13129.92,2026-07-30,CARD_EXPIRED,PAYMENT_METHOD,481,14,2,16,0.875,0.82,0.9,high_value_loyal,0.125,0.875,pro,13129.92,monthly,UPDATE_PAYMENT_METHOD,0.9393343900260961,3.0,12333.38539429144,12330.38539429144,1
FAIL_000109,PAY_000678,CUST_0044,SUB_0044,781.5,2025-09-23,BANK_DECLINED,ISSUER_DECLINE,821,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,starter,781.5,monthly,WAIT_AND_RETRY,0.7231824252139785,2.0,565.1670653047241,563.1670653047241,1
FAIL_000114,PAY_000713,CUST_0046,SUB_0046,405.71,2025-01-14,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,773,18,7,25,0.72,0.35,0.45,friction_prone,0.28,0.72,pro,405.71,monthly,WAIT_AND_RETRY,0.6796251169994971,2.0,275.730706217866,273.730706217866,1
FAIL_000123,PAY_000747,CUST_0047,SUB_0047,1330.55,2026-05-28,CARD_EXPIRED,PAYMENT_METHOD,544,14,4,18,0.7778,0.6,0.6,normal,0.2222,0.7778,growth,1330.55,monthly,UPDATE_PAYMENT_METHOD,0.7311473668324994,3.0,972.828128938982,969.828128938982,1
FAIL_000129,PAY_000787,CUST_0051,SUB_0051,706.77,2025-02-05,AUTHENTICATION_FAILED,CUSTOMER_ACTION,631,12,9,21,0.5714,0.35,0.45,friction_prone,0.4286,0.5714,starter,706.77,monthly,UPDATE_PAYMENT_METHOD,0.7830018425821569,3.0,553.402212281791,550.402212281791,1
FAIL_000131,PAY_000793,CUST_0051,SUB_0051,706.77,2025-08-04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,631,12,9,21,0.5714,0.35,0.45,friction_prone,0.4286,0.5714,starter,706.77,monthly,WAIT_AND_RETRY,0.6116944961749822,2.0,432.32731906159216,430.32731906159216,1
FAIL_000132,PAY_000794,CUST_0051,SUB_0051,706.77,2025-09-03,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,631,12,9,21,0.5714,0.35,0.45,friction_prone,0.4286,0.5714,starter,706.77,monthly,WAIT_AND_RETRY,0.6116944961749822,2.0,432.32731906159216,430.32731906159216,1
FAIL_000148,PAY_000840,CUST_0053,SUB_0053,619.66,2026-03-30,CARD_EXPIRED,PAYMENT_METHOD,543,8,10,18,0.4444,0.3,0.25,low_engagement,0.5556,0.4444,starter,619.66,monthly,UPDATE_PAYMENT_METHOD,0.8418402002924584,3.0,521.6546985132247,518.6546985132247,1
FAIL_000157,PAY_000901,CUST_0058,SUB_0058,1656.39,2024-10-14,BANK_DECLINED,ISSUER_DECLINE,835,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,pro,1656.39,monthly,WAIT_AND_RETRY,0.7267214701493002,2.0,1203.7341759405995,1201.7341759405995,1
FAIL_000159,PAY_000912,CUST_0058,SUB_0058,1656.39,2025-09-09,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,835,24,3,27,0.8889,0.8,0.85,reliable,0.1111,0.8889,pro,1656.39,monthly,WAIT_AND_RETRY,0.7823409794061938,2.0,1295.8617748786255,1293.8617748786255,1
FAIL_000163,PAY_000982,CUST_0062,SUB_0062,438.99,2026-03-26,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,367,9,3,12,0.75,0.3,0.25,low_engagement,0.25,0.75,starter,438.99,monthly,WAIT_AND_RETRY,0.8171005899026651,2.0,358.69898796137096,356.69898796137096,1
FAIL_000164,PAY_000987,CUST_0063,SUB_0063,961.34,2024-03-16,AUTHENTICATION_FAILED,CUSTOMER_ACTION,897,26,3,29,0.8966,0.6,0.6,normal,0.1034,0.8966,growth,961.34,monthly,UPDATE_PAYMENT_METHOD,0.7907478371519202,3.0,760.177525767627,757.177525767627,1
FAIL_000172,PAY_001070,CUST_0070,SUB_0070,11107.73,2025-07-10,NETWORK_ERROR,TECHNICAL,566,17,1,18,0.9444,0.82,0.9,high_value_loyal,0.0556,0.9444,growth,11107.73,monthly,WAIT_AND_RETRY,0.9187893554892385,2.0,10205.664087648478,10203.664087648478,1
FAIL_000178,PAY_001106,CUST_0073,SUB_0073,1637.14,2026-02-09,BANK_DECLINED,ISSUER_DECLINE,502,10,6,16,0.625,0.35,0.45,friction_prone,0.375,0.625,pro,1637.14,monthly,WAIT_AND_RETRY,0.5471631538645546,2.0,895.782685717817,893.782685717817,1
FAIL_000181,PAY_001113,CUST_0074,SUB_0074,756.59,2026-03-29,CARD_EXPIRED,PAYMENT_METHOD,184,2,4,6,0.3333,0.3,0.25,low_engagement,0.6667,0.3333,starter,756.59,monthly,UPDATE_PAYMENT_METHOD,0.7599445006388282,3.0,574.9664097383311,571.9664097383311,1
FAIL_000182,PAY_001116,CUST_0074,SUB_0074,756.59,2026-06-27,CARD_EXPIRED,PAYMENT_METHOD,184,2,4,6,0.3333,0.3,0.25,low_engagement,0.6667,0.3333,starter,756.59,monthly,UPDATE_PAYMENT_METHOD,0.7599445006388282,3.0,574.9664097383311,571.9664097383311,1
FAIL_000188,PAY_001187,CUST_0079,SUB_0079,2676.77,2025-07-18,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,768,22,3,25,0.88,0.6,0.6,normal,0.12,0.88,pro,2676.77,monthly,PAYMENT_LINK,0.7631755891241059,3.0,2042.845521699733,2039.845521699733,1
FAIL_000190,PAY_001255,CUST_0082,SUB_0082,622.31,2025-10-26,BANK_DECLINED,ISSUER_DECLINE,578,17,2,19,0.8947,0.3,0.25,low_engagement,0.1053,0.8947,growth,622.31,monthly,WAIT_AND_RETRY,0.5055211044545825,2.0,314.59083851313125,312.59083851313125,1
FAIL_000193,PAY_001279,CUST_0083,SUB_0083,1152.82,2025-08-20,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,795,17,9,26,0.6538,0.35,0.45,friction_prone,0.3462,0.6538,starter,1152.82,monthly,WAIT_AND_RETRY,0.6201467788848793,2.0,714.9176096340666,712.9176096340666,1
FAIL_000206,PAY_001428,CUST_0093,SUB_0093,333.96,2025-04-20,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,767,19,6,25,0.76,0.3,0.25,low_engagement,0.24,0.76,starter,333.96,monthly,WAIT_AND_RETRY,0.7093490612678928,2.0,236.89421250102546,234.89421250102546,1
FAIL_000208,PAY_001435,CUST_0093,SUB_0093,333.96,2025-11-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,767,19,6,25,0.76,0.3,0.25,low_engagement,0.24,0.76,starter,333.96,monthly,WAIT_AND_RETRY,0.7093490612678928,2.0,236.89421250102546,234.89421250102546,1
FAIL_000209,PAY_001440,CUST_0093,SUB_0093,333.96,2026-04-15,BANK_DECLINED,ISSUER_DECLINE,767,19,6,25,0.76,0.3,0.25,low_engagement,0.24,0.76,starter,333.96,monthly,WAIT_AND_RETRY,0.5958273079065726,2.0,198.98248774847897,196.98248774847897,1
FAIL_000222,PAY_001476,CUST_0096,SUB_0096,722.92,2025-12-04,BANK_DECLINED,ISSUER_DECLINE,539,10,7,17,0.5882,0.35,0.45,friction_prone,0.4118,0.5882,starter,722.92,monthly,PAYMENT_LINK,0.583529777303682,3.0,421.8453466083778,418.8453466083778,1
FAIL_000230,PAY_001514,CUST_0098,SUB_0098,1282.95,2025-10-11,LIMIT_EXCEEDED,PAYMENT_LIMIT,803,21,5,26,0.8077,0.35,0.45,friction_prone,0.1923,0.8077,pro,1282.95,monthly,PAYMENT_LINK,0.7532032565847633,3.0,966.3221180354221,963.3221180354221,1
FAIL_000233,PAY_001571,CUST_0101,SUB_0101,247.97,2024-01-17,NETWORK_ERROR,TECHNICAL,986,26,6,32,0.8125,0.3,0.25,low_engagement,0.1875,0.8125,starter,247.97,monthly,WAIT_AND_RETRY,0.8696857162504463,2.0,215.65596705862316,213.65596705862316,1
FAIL_000235,PAY_001580,CUST_0101,SUB_0101,247.97,2024-10-13,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,986,26,6,32,0.8125,0.3,0.25,low_engagement,0.1875,0.8125,starter,247.97,monthly,WAIT_AND_RETRY,0.8130708918035813,2.0,201.61718904053404,199.61718904053404,1
FAIL_000238,PAY_001591,CUST_0101,SUB_0101,247.97,2025-09-08,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,986,26,6,32,0.8125,0.3,0.25,low_engagement,0.1875,0.8125,starter,247.97,monthly,WAIT_AND_RETRY,0.8130708918035813,2.0,201.61718904053404,199.61718904053404,1
FAIL_000240,PAY_001601,CUST_0101,SUB_0101,247.97,2026-07-05,NETWORK_ERROR,TECHNICAL,986,26,6,32,0.8125,0.3,0.25,low_engagement,0.1875,0.8125,starter,247.97,monthly,WAIT_AND_RETRY,0.8696857162504463,2.0,215.65596705862316,213.65596705862316,1
FAIL_000241,PAY_001620,CUST_0102,SUB_0102,689.76,2026-07-08,BANK_DECLINED,ISSUER_DECLINE,593,18,1,19,0.9474,0.8,0.85,reliable,0.0526,0.9474,growth,689.76,monthly,WAIT_AND_RETRY,0.8114728057168845,2.0,559.7214824712783,557.7214824712783,1
FAIL_000242,PAY_001634,CUST_0103,SUB_0103,10145.96,2025-06-10,NETWORK_ERROR,TECHNICAL,836,22,5,27,0.8148,0.82,0.9,high_value_loyal,0.1852,0.8148,pro,10145.96,monthly,RETRY_NOW,0.8762212271739539,2.0,8890.10552205785,8888.10552205785,1
FAIL_000249,PAY_001717,CUST_0107,SUB_0107,1689.93,2026-01-17,NETWORK_ERROR,TECHNICAL,435,13,1,14,0.9286,0.8,0.85,reliable,0.0714,0.9286,starter,1689.93,monthly,WAIT_AND_RETRY,0.8783216197294043,2.0,1484.3020548293123,1482.3020548293123,1
FAIL_000250,PAY_001724,CUST_0108,SUB_0108,200.0,2024-01-31,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,942,22,9,31,0.7097,0.35,0.45,friction_prone,0.2903,0.7097,starter,200.0,monthly,PAYMENT_LINK,0.697279281848879,3.0,139.4558563697758,136.4558563697758,1
FAIL_000261,PAY_001768,CUST_0110,SUB_0110,697.76,2024-11-16,AUTHENTICATION_FAILED,CUSTOMER_ACTION,802,20,6,26,0.7692,0.6,0.6,normal,0.2308,0.7692,starter,697.76,monthly,UPDATE_PAYMENT_METHOD,0.7672893401573119,3.0,535.3838099881659,532.3838099881659,1
FAIL_000263,PAY_001776,CUST_0110,SUB_0110,697.76,2025-07-14,BANK_DECLINED,ISSUER_DECLINE,802,20,6,26,0.7692,0.6,0.6,normal,0.2308,0.7692,starter,697.76,monthly,WAIT_AND_RETRY,0.5901111629290691,2.0,411.7559650453872,409.7559650453872,1
FAIL_000272,PAY_001812,CUST_0112,SUB_0112,553.77,2025-07-04,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,692,16,7,23,0.6957,0.35,0.45,friction_prone,0.3043,0.6957,starter,553.77,monthly,WAIT_AND_RETRY,0.6183113460751026,2.0,342.40227411600955,340.40227411600955,1
FAIL_000277,PAY_001824,CUST_0112,SUB_0112,553.77,2026-06-29,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,692,16,7,23,0.6957,0.35,0.45,friction_prone,0.3043,0.6957,starter,553.77,monthly,WAIT_AND_RETRY,0.6183113460751026,2.0,342.40227411600955,340.40227411600955,1
FAIL_000279,PAY_001827,CUST_0113,SUB_0113,324.58,2024-09-09,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,WAIT_AND_RETRY,0.7556416398542043,2.0,245.26616346387763,243.26616346387763,1
FAIL_000281,PAY_001830,CUST_0113,SUB_0113,324.58,2024-12-08,CARD_EXPIRED,PAYMENT_METHOD,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,UPDATE_PAYMENT_METHOD,0.7790644406280439,3.0,252.86873613905047,249.86873613905047,1
FAIL_000282,PAY_001833,CUST_0113,SUB_0113,324.58,2025-03-08,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,WAIT_AND_RETRY,0.7556416398542043,2.0,245.26616346387763,243.26616346387763,1
FAIL_000284,PAY_001835,CUST_0113,SUB_0113,324.58,2025-05-07,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,WAIT_AND_RETRY,0.7556416398542043,2.0,245.26616346387763,243.26616346387763,1
FAIL_000285,PAY_001836,CUST_0113,SUB_0113,324.58,2025-06-06,BANK_DECLINED,ISSUER_DECLINE,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,WAIT_AND_RETRY,0.644975817192426,2.0,209.34625074431764,207.34625074431764,1
FAIL_000287,PAY_001842,CUST_0113,SUB_0113,324.58,2025-12-03,AUTHENTICATION_FAILED,CUSTOMER_ACTION,750,20,5,25,0.8,0.3,0.25,low_engagement,0.2,0.8,starter,324.58,monthly,UPDATE_PAYMENT_METHOD,0.5323184013032053,3.0,172.77990669499437,169.77990669499437,1
FAIL_000291,PAY_001902,CUST_0117,SUB_0117,1714.93,2024-08-16,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,864,17,11,28,0.6071,0.35,0.45,friction_prone,0.3929,0.6071,growth,1714.93,monthly,WAIT_AND_RETRY,0.6709980926243706,2.0,1150.7147589843119,1148.7147589843119,1
FAIL_000293,PAY_001906,CUST_0117,SUB_0117,1714.93,2024-12-14,BANK_DECLINED,ISSUER_DECLINE,864,17,11,28,0.6071,0.35,0.45,friction_prone,0.3929,0.6071,growth,1714.93,monthly,PAYMENT_LINK,0.6273877108930875,3.0,1075.9260070418827,1072.9260070418827,1
FAIL_000298,PAY_001944,CUST_0119,SUB_0119,15000.0,2024-08-19,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,0.1562,0.8438,pro,15000.0,monthly,PAYMENT_LINK,0.8333248119597095,3.0,12499.872179395643,12496.872179395643,1
FAIL_000299,PAY_001947,CUST_0119,SUB_0119,15000.0,2024-11-17,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,0.1562,0.8438,pro,15000.0,monthly,PAYMENT_LINK,0.8333248119597095,3.0,12499.872179395643,12496.872179395643,1
FAIL_000301,PAY_001950,CUST_0119,SUB_0119,15000.0,2025-02-15,LIMIT_EXCEEDED,PAYMENT_LIMIT,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,0.1562,0.8438,pro,15000.0,monthly,UPDATE_PAYMENT_METHOD,0.9205904462703751,3.0,13808.856694055627,13805.856694055627,1
FAIL_000309,PAY_002022,CUST_0121,SUB_0121,746.25,2026-06-05,AUTHENTICATION_FAILED,CUSTOMER_ACTION,956,25,6,31,0.8065,0.3,0.25,low_engagement,0.1935,0.8065,starter,746.25,monthly,UPDATE_PAYMENT_METHOD,0.8126144236401571,3.0,606.4135136414673,603.4135136414673,1
FAIL_000318,PAY_002106,CUST_0125,SUB_0125,10848.47,2025-01-18,NETWORK_ERROR,TECHNICAL,769,23,2,25,0.92,0.82,0.9,high_value_loyal,0.08,0.92,pro,10848.47,monthly,WAIT_AND_RETRY,0.9062040425790187,2.0,9830.927369797206,9828.927369797206,1
FAIL_000323,PAY_002174,CUST_0128,SUB_0128,14456.27,2026-04-12,AUTHENTICATION_FAILED,CUSTOMER_ACTION,680,20,2,22,0.9091,0.82,0.9,high_value_loyal,0.0909,0.9091,pro,14456.27,monthly,UPDATE_PAYMENT_METHOD,0.7198132172981075,3.0,10405.814218830114,10402.814218830114,1
FAIL_000327,PAY_002191,CUST_0130,SUB_0130,785.26,2025-04-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,585,9,10,19,0.4737,0.35,0.45,friction_prone,0.5263,0.4737,starter,785.26,monthly,WAIT_AND_RETRY,0.7909180849999474,2.0,621.0763354270587,619.0763354270587,1
FAIL_000329,PAY_002193,CUST_0130,SUB_0130,785.26,2025-06-21,CARD_EXPIRED,PAYMENT_METHOD,585,9,10,19,0.4737,0.35,0.45,friction_prone,0.5263,0.4737,starter,785.26,monthly,UPDATE_PAYMENT_METHOD,0.8693051542923714,3.0,682.6305654596276,679.6305654596276,1
FAIL_000336,PAY_002207,CUST_0131,SUB_0131,569.52,2024-10-22,AUTHENTICATION_FAILED,CUSTOMER_ACTION,677,15,7,22,0.6818,0.3,0.25,low_engagement,0.3182,0.6818,starter,569.52,monthly,UPDATE_PAYMENT_METHOD,0.6697173575277185,3.0,381.4174294591863,378.4174294591863,1
FAIL_000348,PAY_002276,CUST_0135,SUB_0135,771.04,2025-05-22,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,945,25,6,31,0.8065,0.35,0.45,friction_prone,0.1935,0.8065,growth,771.04,monthly,WAIT_AND_RETRY,0.6920090176293247,2.0,533.5666329529145,531.5666329529145,1
FAIL_000351,PAY_002307,CUST_0136,SUB_0136,671.28,2025-12-27,LIMIT_EXCEEDED,PAYMENT_LIMIT,726,20,4,24,0.8333,0.3,0.25,low_engagement,0.1667,0.8333,starter,671.28,monthly,PAYMENT_LINK,0.5592915113043384,3.0,375.4412057083763,372.4412057083763,1
FAIL_000357,PAY_002348,CUST_0138,SUB_0138,1037.22,2025-08-26,LIMIT_EXCEEDED,PAYMENT_LIMIT,399,12,1,13,0.9231,0.8,0.85,reliable,0.0769,0.9231,pro,1037.22,monthly,PAYMENT_LINK,0.6585448104561029,3.0,683.0558483012791,680.0558483012791,1
FAIL_000373,PAY_002470,CUST_0145,SUB_0145,1162.18,2026-07-08,CARD_EXPIRED,PAYMENT_METHOD,833,21,6,27,0.7778,0.3,0.25,low_engagement,0.2222,0.7778,growth,1162.18,monthly,UPDATE_PAYMENT_METHOD,0.7638340679265763,3.0,887.7126770629085,884.7126770629085,1
FAIL_000379,PAY_002551,CUST_0151,SUB_0151,1459.65,2025-11-17,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,316,9,1,10,0.9,0.35,0.45,friction_prone,0.1,0.9,pro,1459.65,monthly,WAIT_AND_RETRY,0.6904656821115963,2.0,1007.8382328941916,1005.8382328941916,1
FAIL_000380,PAY_002556,CUST_0151,SUB_0151,1459.65,2026-04-16,CARD_EXPIRED,PAYMENT_METHOD,316,9,1,10,0.9,0.35,0.45,friction_prone,0.1,0.9,pro,1459.65,monthly,UPDATE_PAYMENT_METHOD,0.88895669466278,3.0,1297.565639364527,1294.565639364527,1
FAIL_000383,PAY_002580,CUST_0152,SUB_0152,979.43,2026-06-03,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,688,17,5,22,0.7727,0.6,0.6,normal,0.2273,0.7727,pro,979.43,monthly,WAIT_AND_RETRY,0.775318792334142,2.0,759.3704847758287,757.3704847758287,1
FAIL_000384,PAY_002602,CUST_0154,SUB_0154,413.01,2025-10-02,BANK_DECLINED,ISSUER_DECLINE,812,25,2,27,0.9259,0.8,0.85,reliable,0.0741,0.9259,starter,413.01,monthly,PAYMENT_LINK,0.7285041355240037,3.0,300.87949301276876,297.87949301276876,1
FAIL_000387,PAY_002621,CUST_0155,SUB_0155,663.98,2024-08-31,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,969,22,10,32,0.6875,0.35,0.45,friction_prone,0.3125,0.6875,starter,663.98,monthly,WAIT_AND_RETRY,0.6854560017425998,2.0,455.12907603705145,453.12907603705145,1
FAIL_000397,PAY_002646,CUST_0156,SUB_0156,985.5,2024-08-09,BANK_DECLINED,ISSUER_DECLINE,781,13,13,26,0.5,0.35,0.45,friction_prone,0.5,0.5,pro,985.5,monthly,WAIT_AND_RETRY,0.6443511745187043,2.0,635.008082488183,633.008082488183,1
FAIL_000398,PAY_002648,CUST_0156,SUB_0156,985.5,2024-10-08,BANK_DECLINED,ISSUER_DECLINE,781,13,13,26,0.5,0.35,0.45,friction_prone,0.5,0.5,pro,985.5,monthly,WAIT_AND_RETRY,0.6443511745187043,2.0,635.008082488183,633.008082488183,1
FAIL_000402,PAY_002656,CUST_0156,SUB_0156,985.5,2025-06-05,INSUFFICIENT_FUNDS,CUSTOMER_FINANCIAL,781,13,13,26,0.5,0.35,0.45,friction_prone,0.5,0.5,pro,985.5,monthly,WAIT_AND_RETRY,0.742077352232531,2.0,731.3172306251594,729.3172306251594,1
FAIL_000404,PAY_002659,CUST_0156,SUB_0156,985.5,2025-09-03,AUTHENTICATION_FAILED,CUSTOMER_ACTION,781,13,13,26,0.5,0.35,0.45,friction_prone,0.5,0.5,pro,985.5,monthly,UPDATE_PAYMENT_METHOD,0.7622368581891815,3.0,751.1844237454384,748.1844237454384,1
