failure_id,amount,failure_reason,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,historical_recovery_rate,engagement_score,behavior_profile,candidate_action,raw_probability,calibrated_probability,action_cost,expected_gross_recovery,expected_net_value
FAIL_000263,697.76,BANK_DECLINED,802,20,6,26,0.7692,0.6,0.6,normal,WAIT_AND_RETRY,0.5901111629290691,0.3409090909090909,2.0,237.87272727272725,235.87272727272725
FAIL_000272,553.77,INSUFFICIENT_FUNDS,692,16,7,23,0.6957,0.35,0.45,friction_prone,PAYMENT_LINK,0.608589496059438,0.4820359281437126,3.0,266.9370359281437,263.9370359281437
FAIL_000277,553.77,INSUFFICIENT_FUNDS,692,16,7,23,0.6957,0.35,0.45,friction_prone,PAYMENT_LINK,0.608589496059438,0.4820359281437126,3.0,266.9370359281437,263.9370359281437
FAIL_000279,324.58,INSUFFICIENT_FUNDS,750,20,5,25,0.8,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7556416398542042,0.6621621621621622,2.0,214.9245945945946,212.9245945945946
FAIL_000281,324.58,CARD_EXPIRED,750,20,5,25,0.8,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7790644406280439,0.6,3.0,194.748,191.748
FAIL_000282,324.58,INSUFFICIENT_FUNDS,750,20,5,25,0.8,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7556416398542042,0.6621621621621622,2.0,214.9245945945946,212.9245945945946
FAIL_000284,324.58,INSUFFICIENT_FUNDS,750,20,5,25,0.8,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7556416398542042,0.6621621621621622,2.0,214.9245945945946,212.9245945945946
FAIL_000285,324.58,BANK_DECLINED,750,20,5,25,0.8,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.644975817192426,0.4711111111111111,2.0,152.91324444444444,150.91324444444444
FAIL_000287,324.58,AUTHENTICATION_FAILED,750,20,5,25,0.8,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.5323184013032053,0.4,3.0,129.832,126.832
FAIL_000291,1714.93,INSUFFICIENT_FUNDS,864,17,11,28,0.6071,0.35,0.45,friction_prone,PAYMENT_LINK,0.6615666613466228,0.5418848167539267,3.0,929.2945287958116,926.2945287958116
FAIL_000293,1714.93,BANK_DECLINED,864,17,11,28,0.6071,0.35,0.45,friction_prone,PAYMENT_LINK,0.6273877108930875,0.4820359281437126,3.0,826.6578742514971,823.6578742514971
FAIL_000298,15000.0,INSUFFICIENT_FUNDS,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.8333248119597096,0.9487179487179487,3.0,14230.76923076923,14227.76923076923
FAIL_000299,15000.0,INSUFFICIENT_FUNDS,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.8333248119597096,0.9487179487179487,3.0,14230.76923076923,14227.76923076923
FAIL_000301,15000.0,LIMIT_EXCEEDED,981,27,5,32,0.8438,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,0.9205904462703753,0.9787234042553191,3.0,14680.851063829787,14677.851063829787
FAIL_000309,746.25,AUTHENTICATION_FAILED,956,25,6,31,0.8065,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.8126144236401571,0.6964285714285714,3.0,519.7098214285714,516.7098214285714
FAIL_000318,10848.47,NETWORK_ERROR,769,23,2,25,0.92,0.82,0.9,high_value_loyal,WAIT_AND_RETRY,0.9062040425790187,0.999,2.0,10837.621529999999,10835.621529999999
FAIL_000323,14456.27,AUTHENTICATION_FAILED,680,20,2,22,0.9091,0.82,0.9,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7198132172981075,0.5783132530120481,3.0,8360.25253012048,8357.25253012048
FAIL_000327,785.26,INSUFFICIENT_FUNDS,585,9,10,19,0.4737,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7909180849999474,0.6621621621621622,2.0,519.9694594594595,517.9694594594595
FAIL_000329,785.26,CARD_EXPIRED,585,9,10,19,0.4737,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8693051542923714,0.896551724137931,3.0,704.0262068965517,701.0262068965517
FAIL_000336,569.52,AUTHENTICATION_FAILED,677,15,7,22,0.6818,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.6697173575277185,0.5783132530120481,3.0,329.3609638554216,326.3609638554216
FAIL_000348,771.04,INSUFFICIENT_FUNDS,945,25,6,31,0.8065,0.35,0.45,friction_prone,PAYMENT_LINK,0.6850479699359302,0.5418848167539267,3.0,417.81486910994767,414.81486910994767
FAIL_000351,671.28,LIMIT_EXCEEDED,726,20,4,24,0.8333,0.3,0.25,low_engagement,PAYMENT_LINK,0.5592915113043384,0.3485714285714286,3.0,233.98902857142858,230.98902857142858
FAIL_000357,1037.22,LIMIT_EXCEEDED,399,12,1,13,0.9231,0.8,0.85,reliable,PAYMENT_LINK,0.6585448104561029,0.5418848167539267,3.0,562.053769633508,559.053769633508
FAIL_000373,1162.18,CARD_EXPIRED,833,21,6,27,0.7778,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7638340679265764,0.5783132530120481,3.0,672.104096385542,669.104096385542
FAIL_000379,1459.65,INSUFFICIENT_FUNDS,316,9,1,10,0.9,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6904656821115963,0.5,2.0,729.825,727.825
FAIL_000380,1459.65,CARD_EXPIRED,316,9,1,10,0.9,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8889566946627802,0.9787234042553191,3.0,1428.5936170212767,1425.5936170212767
FAIL_000383,979.43,INSUFFICIENT_FUNDS,688,17,5,22,0.7727,0.6,0.6,normal,WAIT_AND_RETRY,0.775318792334142,0.6621621621621622,2.0,648.5414864864864,646.5414864864864
FAIL_000384,413.01,BANK_DECLINED,812,25,2,27,0.9259,0.8,0.85,reliable,PAYMENT_LINK,0.7285041355240037,0.6601941747572816,3.0,272.6667961165049,269.6667961165049
FAIL_000387,663.98,INSUFFICIENT_FUNDS,969,22,10,32,0.6875,0.35,0.45,friction_prone,PAYMENT_LINK,0.6460835591040488,0.5418848167539267,3.0,359.8006806282723,356.8006806282723
FAIL_000397,985.5,BANK_DECLINED,781,13,13,26,0.5,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6443511745187043,0.4711111111111111,2.0,464.28,462.28
FAIL_000398,985.5,BANK_DECLINED,781,13,13,26,0.5,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6443511745187043,0.4711111111111111,2.0,464.28,462.28
FAIL_000402,985.5,INSUFFICIENT_FUNDS,781,13,13,26,0.5,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7420773522325309,0.5714285714285714,2.0,563.1428571428571,561.1428571428571
FAIL_000404,985.5,AUTHENTICATION_FAILED,781,13,13,26,0.5,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.7622368581891815,0.5783132530120481,3.0,569.9277108433733,566.9277108433733
FAIL_000410,985.5,INSUFFICIENT_FUNDS,781,13,13,26,0.5,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7420773522325309,0.5714285714285714,2.0,563.1428571428571,561.1428571428571
FAIL_000414,2492.3,INSUFFICIENT_FUNDS,589,12,7,19,0.6316,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7716332634123798,0.6621621621621622,2.0,1650.3067567567568,1648.3067567567568
FAIL_000419,9716.42,LIMIT_EXCEEDED,946,30,1,31,0.9677,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7622497895677913,0.6923076923076923,3.0,6726.752307692308,6723.752307692308
FAIL_000420,293.46,INSUFFICIENT_FUNDS,952,23,8,31,0.7419,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7599863296170062,0.6621621621621622,2.0,194.3181081081081,192.3181081081081
FAIL_000422,293.46,CARD_EXPIRED,952,23,8,31,0.7419,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.8609921185157476,0.8305084745762712,3.0,243.72101694915253,240.72101694915253
FAIL_000425,293.46,BANK_DECLINED,952,23,8,31,0.7419,0.3,0.25,low_engagement,PAYMENT_LINK,0.5784756822692476,0.4523809523809524,3.0,132.75571428571428,129.75571428571428
FAIL_000436,1204.32,INSUFFICIENT_FUNDS,692,18,5,23,0.7826,0.6,0.6,normal,WAIT_AND_RETRY,0.7485906380057092,0.6341463414634146,2.0,763.7151219512194,761.7151219512194
FAIL_000437,1204.32,INSUFFICIENT_FUNDS,692,18,5,23,0.7826,0.6,0.6,normal,WAIT_AND_RETRY,0.7485906380057092,0.6341463414634146,2.0,763.7151219512194,761.7151219512194
FAIL_000439,1204.32,BANK_DECLINED,692,18,5,23,0.7826,0.6,0.6,normal,PAYMENT_LINK,0.5986973801248281,0.4820359281437126,3.0,580.525508982036,577.525508982036
FAIL_000443,14872.16,NETWORK_ERROR,628,19,1,20,0.95,0.82,0.9,high_value_loyal,RETRY_NOW,0.9042269937480303,0.9230769230769231,2.0,13728.147692307693,13726.147692307693
FAIL_000445,14872.16,LIMIT_EXCEEDED,628,19,1,20,0.95,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7911660629728501,0.7647058823529411,3.0,11372.828235294117,11369.828235294117
FAIL_000448,14917.0,BANK_DECLINED,958,29,2,31,0.9355,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7779407093694058,0.6923076923076923,3.0,10327.153846153846,10324.153846153846
FAIL_000450,14917.0,NETWORK_ERROR,958,29,2,31,0.9355,0.82,0.9,high_value_loyal,RETRY_NOW,0.9224601742413323,0.999,2.0,14902.083,14900.083
FAIL_000457,655.36,CARD_EXPIRED,812,22,5,27,0.8148,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7895956187736616,0.6,3.0,393.216,390.216
FAIL_000459,623.9,CARD_EXPIRED,640,16,5,21,0.7619,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7187636924402143,0.5783132530120481,3.0,360.80963855421675,357.80963855421675
FAIL_000470,1171.97,INSUFFICIENT_FUNDS,709,18,5,23,0.7826,0.6,0.6,normal,WAIT_AND_RETRY,0.7446514398295051,0.5714285714285714,2.0,669.6971428571428,667.6971428571428
FAIL_000473,1171.97,BANK_DECLINED,709,18,5,23,0.7826,0.6,0.6,normal,PAYMENT_LINK,0.6053264796916682,0.4820359281437126,3.0,564.9316467065869,561.9316467065869
FAIL_000474,1171.97,INSUFFICIENT_FUNDS,709,18,5,23,0.7826,0.6,0.6,normal,WAIT_AND_RETRY,0.7446514398295051,0.5714285714285714,2.0,669.6971428571428,667.6971428571428
FAIL_000492,221.49,INSUFFICIENT_FUNDS,677,17,5,22,0.7727,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.8209126989428588,0.8102564102564103,2.0,179.46369230769233,177.46369230769233
FAIL_000496,221.49,CARD_EXPIRED,677,17,5,22,0.7727,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.7684800425828325,0.5999999999999923,3.0,132.8939999999983,129.8939999999983
FAIL_000498,378.71,INSUFFICIENT_FUNDS,489,15,1,16,0.9375,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.7959215838332814,0.7441860465116279,2.0,281.83069767441856,279.83069767441856
FAIL_000511,324.57,INSUFFICIENT_FUNDS,141,2,2,4,0.5,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7709221857731842,0.6621621621621622,2.0,214.91797297297296,212.91797297297296
FAIL_000512,213.4,BANK_DECLINED,444,11,3,14,0.7857,0.3,0.25,low_engagement,RETRY_NOW,0.3480152897036369,0.30526315789473685,2.0,65.14315789473685,63.143157894736845
FAIL_000516,1213.6,CARD_EXPIRED,408,9,4,13,0.6923,0.35,0.45,friction_prone,UPDATE_PAYMENT_METHOD,0.8945000537304264,0.9787234042553191,3.0,1187.7787234042553,1184.7787234042553
FAIL_000522,799.69,BANK_DECLINED,523,16,1,17,0.9412,0.8,0.85,reliable,WAIT_AND_RETRY,0.7879390134632245,0.6621621621621622,2.0,529.5244594594595,527.5244594594595
FAIL_000523,1170.85,BANK_DECLINED,999,25,8,33,0.7576,0.35,0.45,friction_prone,WAIT_AND_RETRY,0.6375390283370618,0.4,2.0,468.34,466.34
FAIL_000526,1170.85,NETWORK_ERROR,999,25,8,33,0.7576,0.35,0.45,friction_prone,RETRY_NOW,0.7636547035777856,0.5,2.0,585.425,583.425
FAIL_000536,404.59,CARD_EXPIRED,877,22,7,29,0.7586,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.8242726677569628,0.6964285714285714,3.0,281.7680357142857,278.7680357142857
FAIL_000537,404.59,INSUFFICIENT_FUNDS,877,22,7,29,0.7586,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7434005082028333,0.5714285714285714,2.0,231.19428571428568,229.19428571428568
FAIL_000542,12636.68,LIMIT_EXCEEDED,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.6262659914794235,0.4820359281437126,3.0,6091.33377245509,6088.33377245509
FAIL_000543,12636.68,INSUFFICIENT_FUNDS,831,24,3,27,0.8889,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.8217410431631277,0.9487179487179487,3.0,11988.645128205128,11985.645128205128
FAIL_000547,7312.97,LIMIT_EXCEEDED,479,13,2,15,0.8667,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.7381463121643156,0.6601941747572816,3.0,4827.980194174757,4824.980194174757
FAIL_000551,437.85,CARD_EXPIRED,862,23,5,28,0.8214,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.885147902540739,0.9787234042553191,3.0,428.5340425531915,425.5340425531915
FAIL_000567,1605.38,INSUFFICIENT_FUNDS,491,13,3,16,0.8125,0.35,0.45,friction_prone,SEND_REMINDER,0.5745333992612793,0.5319148936170213,1.0,853.9255319148937,852.9255319148937
FAIL_000572,1274.95,BANK_DECLINED,233,6,1,7,0.8571,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.6116921997450196,0.36666666666666664,2.0,467.4816666666666,465.4816666666666
FAIL_000575,9730.73,INSUFFICIENT_FUNDS,671,20,2,22,0.9091,0.82,0.9,high_value_loyal,PAYMENT_LINK,0.8415486601585237,0.9487179487179487,3.0,9231.718205128205,9228.718205128205
FAIL_000586,992.15,INSUFFICIENT_FUNDS,947,27,4,31,0.871,0.6,0.6,normal,WAIT_AND_RETRY,0.6945143853479722,0.5714285714285714,2.0,566.9428571428571,564.9428571428571
FAIL_000604,408.16,CARD_EXPIRED,396,10,3,13,0.7692,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.8985310691537428,0.9787234042553191,3.0,399.47574468085105,396.47574468085105
FAIL_000605,928.54,NETWORK_ERROR,452,8,7,15,0.5333,0.35,0.45,friction_prone,RETRY_NOW,0.8856481148752005,0.8349514563106796,2.0,775.2858252427184,773.2858252427184
FAIL_000607,928.54,BANK_DECLINED,452,8,7,15,0.5333,0.35,0.45,friction_prone,PAYMENT_LINK,0.5704579313625435,0.35,3.0,324.989,321.989
FAIL_000611,1067.83,NETWORK_ERROR,941,27,4,31,0.871,0.6,0.6,normal,WAIT_AND_RETRY,0.8565428615547268,0.8102564102564146,2.0,865.2161025641071,863.2161025641071
FAIL_000627,200.0,INSUFFICIENT_FUNDS,701,15,8,23,0.6522,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.6691197370286491,0.4711111111111111,2.0,94.22222222222221,92.22222222222221
FAIL_000634,609.3,INSUFFICIENT_FUNDS,724,16,8,24,0.6667,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7027986157376762,0.5714285714285714,2.0,348.1714285714285,346.1714285714285
FAIL_000635,609.3,INSUFFICIENT_FUNDS,724,16,8,24,0.6667,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7027986157376762,0.5714285714285714,2.0,348.1714285714285,346.1714285714285
FAIL_000637,609.3,INSUFFICIENT_FUNDS,724,16,8,24,0.6667,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7027986157376762,0.5714285714285714,2.0,348.1714285714285,346.1714285714285
FAIL_000645,893.84,AUTHENTICATION_FAILED,531,13,4,17,0.7647,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,0.5783132530120481,3.0,516.9195180722891,513.9195180722891
FAIL_000647,893.84,AUTHENTICATION_FAILED,531,13,4,17,0.7647,0.3,0.25,low_engagement,UPDATE_PAYMENT_METHOD,0.6919446125255245,0.5783132530120481,3.0,516.9195180722891,513.9195180722891
FAIL_000648,893.84,NETWORK_ERROR,531,13,4,17,0.7647,0.3,0.25,low_engagement,RETRY_NOW,0.905471362186985,0.9230769230769231,2.0,825.083076923077,823.083076923077
FAIL_000652,768.63,INSUFFICIENT_FUNDS,211,5,2,7,0.7143,0.3,0.25,low_engagement,WAIT_AND_RETRY,0.7580673699770107,0.6621621621621622,2.0,508.9577027027027,506.9577027027027
FAIL_000653,1739.87,LIMIT_EXCEEDED,806,23,3,26,0.8846,0.8,0.85,reliable,SEND_REMINDER,0.5874164888914143,0.5319148936170213,1.0,925.4627659574468,924.4627659574468
